"UTC","SCLOCK_Full","ET","OrbitNumber","Seconds","Subseconds","Spin","SpinTime","SpinPeriod","SpinPhase","MagPhase","Mag0Second1","Mag0Subsecond1","Mag0Second2","Mag0Subsecond2","IntegrationSectors","IntegrationMultiplier1","IntegrationMultiplier2","IntegrationSpins","MagPhaseValid","MagDataValid","SpinDataValid","ElectronPixel","IonEnergyPixel","IonSpeciesPixel","Subsector1","Subsector2","Subsector3","SpinDuration"
"2012-303T00:00:00.700","1/89164801:37699",404740867.882114,160,89164801,49414,62424,89164802,34122,1471,52344,244,100,233,112,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-303T00:00:11.620","1/89164812:33699",404740878.802113,160,89164812,44171,62425,89164813,34122,1955,52365,255,88,244,100,2,2,1,10,"True","True","True","True","True","True",2,2,1,10917
"2012-303T00:00:22.538","1/89164823:29599",404740889.720111,160,89164823,38797,62426,89164824,34123,2439,52363,10,75,255,88,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-303T00:00:33.459","1/89164834:25649",404740900.64111,160,89164834,33619,62427,89164835,34123,2921,52378,21,63,10,75,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-303T00:00:44.378","1/89164845:21599",404740911.560109,160,89164845,28311,62428,89164846,34123,3403,52406,32,51,21,63,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-303T00:00:55.298","1/89164856:17599",404740922.480107,160,89164856,23068,62429,89164857,34123,3886,52427,43,39,32,51,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-303T00:01:06.217","1/89164867:13549",404740933.399106,160,89164867,17760,62430,89164868,34123,4296,52340,54,24,43,39,2,2,1,10,"True","True","True","True","True","True",2,2,1,10932
"2012-303T00:01:17.149","1/89164878:10149",404740944.331104,160,89164878,13303,62431,89164879,34123,4779,52289,65,12,54,24,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-303T00:01:28.069","1/89164889:6149",404740955.251103,160,89164889,8060,62432,89164890,34123,5264,52298,86,144,76,0,2,2,1,10,"True","True","True","True","True","True",2,2,1,10918
"2012-303T00:01:38.988","1/89164900:2099",404740966.170102,160,89164900,2752,62433,89164901,34122,5749,52325,97,132,86,144,2,2,1,10,"True","True","True","True","True","True",2,2,1,10917
"2012-303T00:01:49.905","1/89164910:47949",404740977.0871,160,89164910,62849,62434,89164911,34122,305,52337,97,132,86,144,2,2,1,10,"True","True","True","True","True","True",2,2,1,10909
"2012-303T00:02:00.814","1/89164921:43399",404740987.996099,160,89164921,56885,62435,89164922,34122,790,52386,108,119,97,132,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-303T00:02:11.733","1/89164932:39349",404740998.915097,160,89164932,51576,62436,89164933,34122,1277,52414,119,107,108,119,2,2,1,10,"True","True","True","True","True","True",2,2,1,10918
"2012-303T00:02:22.652","1/89164943:35299",404741009.834096,160,89164943,46268,62437,89164944,34121,1766,52362,130,93,119,107,2,2,1,10,"True","True","True","True","True","True",2,2,1,10917
"2012-303T00:02:33.569","1/89164954:31149",404741020.751095,160,89164954,40828,62438,89164955,34121,2254,52363,141,80,130,93,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-303T00:02:44.488","1/89164965:27099",404741031.670093,160,89164965,35520,62439,89164966,34121,2742,52391,152,68,141,80,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-303T00:02:55.408","1/89164976:23099",404741042.590092,160,89164976,30277,62440,89164977,34120,3232,52410,163,56,152,68,2,2,1,10,"True","True","True","True","True","True",2,2,1,10917
"2012-303T00:03:06.325","1/89164987:18949",404741053.507091,160,89164987,24838,62441,89164988,34120,3722,52449,174,44,163,56,2,2,1,10,"True","True","True","True","True","True",2,2,1,10918
"2012-303T00:03:17.243","1/89164998:14849",404741064.425089,160,89164998,19464,62442,89164999,34120,4137,52483,185,32,174,44,2,2,1,10,"True","True","True","True","True","True",2,2,1,10932
"2012-303T00:03:28.175","1/89165009:11449",404741075.357088,160,89165009,15007,62443,89165010,34120,4626,52317,196,17,185,32,2,2,1,10,"True","True","True","True","True","True",2,2,1,10918
"2012-303T00:03:39.093","1/89165020:7349",404741086.275086,160,89165020,9633,62444,89165021,34120,5115,52344,217,149,207,5,2,2,1,10,"True","True","True","True","True","True",2,2,1,10918
"2012-303T00:03:50.012","1/89165031:3299",404741097.194085,160,89165031,4325,62445,89165032,34120,5602,52371,228,137,217,149,2,2,1,10,"True","True","True","True","True","True",2,2,1,10917
"2012-303T00:04:00.929","1/89165041:49149",404741108.111084,160,89165041,64421,62446,89165042,34120,160,52379,228,137,217,149,2,2,1,10,"True","True","True","True","True","True",2,2,1,10909
"2012-303T00:04:11.838","1/89165052:44599",404741119.020082,160,89165052,58458,62447,89165053,34121,647,52431,239,124,228,137,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-303T00:04:22.757","1/89165063:40549",404741129.939081,160,89165063,53149,62448,89165064,34121,1134,52458,250,112,239,124,2,2,1,10,"True","True","True","True","True","True",2,2,1,10918
"2012-303T00:04:33.675","1/89165074:36449",404741140.85708,160,89165074,47775,62449,89165075,34121,1619,52492,5,100,250,112,2,2,1,10,"True","True","True","True","True","True",2,2,1,10918
"2012-303T00:04:44.594","1/89165085:32399",404741151.776078,160,89165085,42467,62450,89165086,34122,2103,52407,16,85,5,100,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-303T00:04:55.514","1/89165096:28399",404741162.696077,160,89165096,37224,62451,89165097,34122,2587,52428,27,73,16,85,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-303T00:05:06.433","1/89165107:24349",404741173.615075,160,89165107,31916,62452,89165108,34122,3071,52456,38,61,27,73,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-303T00:05:17.353","1/89165118:20349",404741184.535074,160,89165118,26673,62453,89165119,34123,3553,52479,49,49,38,61,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-303T00:05:28.273","1/89165129:16349",404741195.455073,160,89165129,21430,62454,89165130,34123,4035,52462,60,36,49,49,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-303T00:05:39.192","1/89165140:12299",404741206.374071,160,89165140,16121,62455,89165141,34123,4446,52490,71,24,60,36,2,2,1,10,"True","True","True","True","True","True",2,2,1,10933
"2012-303T00:05:50.125","1/89165151:8949",404741217.30707,160,89165151,11730,62456,89165152,34123,4928,52344,92,154,82,12,2,2,1,10,"True","True","True","True","True","True",2,2,1,10917
"2012-303T00:06:01.043","1/89165162:4849",404741228.225068,160,89165162,6356,62457,89165163,34123,5411,52339,103,141,92,154,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-303T00:06:11.963","1/89165173:849",404741239.145067,160,89165173,1114,62458,89165174,34123,5895,52360,114,129,103,141,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-303T00:06:22.882","1/89165183:46799",404741250.064066,160,89165183,61341,62459,89165184,34123,451,52363,114,129,103,141,2,2,1,10,"True","True","True","True","True","True",2,2,1,10908
"2012-303T00:06:33.790","1/89165194:42199",404741260.972064,160,89165194,55312,62460,89165195,34122,935,52454,125,117,114,129,2,2,1,10,"True","True","True","True","True","True",2,2,1,10918
"2012-303T00:06:44.708","1/89165205:38099",404741271.890063,160,89165205,49938,62461,89165206,34122,1420,52487,136,105,125,117,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-303T00:06:55.628","1/89165216:34099",404741282.810062,160,89165216,44695,62462,89165217,34122,1907,52509,147,93,136,105,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-303T00:07:06.547","1/89165227:30049",404741293.72906,160,89165227,39387,62463,89165228,34121,2394,52495,158,80,147,93,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-303T00:07:17.466","1/89165238:25999",404741304.648059,160,89165238,34078,62464,89165239,34121,2881,52523,169,68,158,80,2,2,1,10,"True","True","True","True","True","True",2,2,1,10917
"2012-303T00:07:28.383","1/89165249:21849",404741315.565057,160,89165249,28639,62465,89165250,34121,3369,52486,180,54,169,68,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-303T00:07:39.303","1/89165260:17849",404741326.485056,160,89165260,23396,62466,89165261,34120,3859,52467,191,41,180,54,2,2,1,10,"True","True","True","True","True","True",2,2,1,10918
"2012-303T00:07:50.221","1/89165271:13749",404741337.403055,160,89165271,18022,62467,89165272,34120,4275,52500,202,29,191,41,2,2,1,10,"True","True","True","True","True","True",2,2,1,10931
"2012-303T00:08:01.152","1/89165282:10299",404741348.334053,160,89165282,13500,62468,89165283,34120,4764,52455,213,17,202,29,2,2,1,10,"True","True","True","True","True","True",2,2,1,10917
"2012-303T00:08:12.070","1/89165293:6199",404741359.252052,160,89165293,8126,62469,89165294,34120,5254,52482,234,149,224,5,2,2,1,10,"True","True","True","True","True","True",2,2,1,10918
"2012-303T00:08:22.988","1/89165304:2099",404741370.17005,160,89165304,2752,62470,89165305,34120,5742,52515,245,137,234,149,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-303T00:08:33.908","1/89165314:48099",404741381.090049,160,89165314,63045,62471,89165315,34120,301,52505,245,137,234,149,2,2,1,10,"True","True","True","True","True","True",2,2,1,10905
"2012-303T00:08:44.814","1/89165325:43399",404741391.996048,160,89165325,56885,62472,89165326,34120,789,52496,0,122,245,137,2,2,1,10,"True","True","True","True","True","True",2,2,1,10917
"2012-303T00:08:55.732","1/89165336:39299",404741402.914046,160,89165336,51511,62473,89165337,34120,1277,52530,11,110,0,122,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-303T00:09:06.651","1/89165347:35249",404741413.833045,160,89165347,46202,62474,89165348,34120,1764,52557,22,98,11,110,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-303T00:09:17.571","1/89165358:31250",404741424.753064,160,89165358,40960,62475,89165359,34121,2249,52543,33,85,22,98,2,2,1,10,"True","True","True","True","True","True",2,2,1,10917
"2012-303T00:09:28.488","1/89165369:27099",404741435.670042,160,89165369,35520,62476,89165370,34122,2734,52584,44,73,33,85,2,2,1,10,"True","True","True","True","True","True",2,2,1,10921
"2012-303T00:09:39.409","1/89165380:23149",404741446.591041,160,89165380,30343,62477,89165381,34122,3219,52600,55,61,44,73,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-303T00:09:50.329","1/89165391:19149",404741457.511039,160,89165391,25100,62478,89165392,34122,3702,52621,66,49,55,61,2,2,1,10,"True","True","True","True","True","True",2,2,1,10918
"2012-303T00:10:01.248","1/89165402:15099",404741468.430038,160,89165402,19791,62479,89165403,34123,4111,52613,77,36,66,49,2,2,1,10,"True","True","True","True","True","True",2,2,1,10930
"2012-303T00:10:12.178","1/89165413:11599",404741479.360037,160,89165413,15204,62480,89165414,34123,4595,52497,88,22,77,36,2,2,1,10,"True","True","True","True","True","True",2,2,1,10922
"2012-303T00:10:23.100","1/89165424:7699",404741490.282035,160,89165424,10092,62481,89165425,34123,5077,52494,109,154,99,10,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-303T00:10:34.019","1/89165435:3649",404741501.201034,160,89165435,4784,62482,89165436,34123,5559,52483,120,141,109,154,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-303T00:10:44.938","1/89165445:49599",404741512.120032,160,89165445,65011,62483,89165446,34123,114,52485,120,141,109,154,2,2,1,10,"True","True","True","True","True","True",2,2,1,10907
"2012-303T00:10:55.845","1/89165456:44949",404741523.027031,160,89165456,58916,62484,89165457,34123,598,52585,131,129,120,141,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-303T00:11:06.766","1/89165467:40999",404741533.94803,160,89165467,53739,62485,89165468,34123,1081,52600,142,117,131,129,2,2,1,10,"True","True","True","True","True","True",2,2,1,10918
"2012-303T00:11:17.684","1/89165478:36899",404741544.866028,160,89165478,48365,62486,89165479,34123,1565,52633,153,105,142,117,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-303T00:11:28.605","1/89165489:32949",404741555.787027,160,89165489,43188,62487,89165490,34123,2050,52649,164,93,153,105,2,2,1,10,"True","True","True","True","True","True",2,2,1,10916
"2012-303T00:11:39.522","1/89165500:28799",404741566.704026,160,89165500,37748,62488,89165501,34122,2537,52571,175,78,164,93,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-303T00:11:50.442","1/89165511:24799",404741577.624024,160,89165511,32505,62489,89165512,34122,3022,52593,186,66,175,78,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-303T00:12:01.362","1/89165522:20799",404741588.544023,160,89165522,27262,62490,89165523,34122,3509,52614,197,54,186,66,2,2,1,10,"True","True","True","True","True","True",2,2,1,10917
"2012-303T00:12:12.280","1/89165533:16699",404741599.462021,160,89165533,21889,62491,89165534,34121,3998,52607,208,41,197,54,2,2,1,10,"True","True","True","True","True","True",2,2,1,10916
"2012-303T00:12:23.197","1/89165544:12549",404741610.37902,160,89165544,16449,62492,89165545,34120,4414,52644,219,29,208,41,2,2,1,10,"True","True","True","True","True","True",2,2,1,10931
"2012-303T00:12:34.128","1/89165555:9099",404741621.310019,160,89165555,11927,62493,89165556,34120,4902,52600,230,17,219,29,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-303T00:12:45.048","1/89165566:5099",404741632.230017,160,89165566,6684,62494,89165567,34120,5392,52499,251,146,241,2,2,2,1,10,"True","True","True","True","True","True",2,2,1,10918
"2012-303T00:12:55.966","1/89165577:999",404741643.148016,160,89165577,1310,62495,89165578,34120,5881,52532,6,134,251,146,2,2,1,10,"True","True","True","True","True","True",2,2,1,10917
"2012-303T00:13:06.883","1/89165587:46849",404741654.065014,160,89165587,61407,62496,89165588,34120,440,52541,6,134,251,146,2,2,1,10,"True","True","True","True","True","True",2,2,1,10908
"2012-303T00:13:17.791","1/89165598:42249",404741664.973013,160,89165598,55377,62497,89165599,34120,928,52634,17,122,6,134,2,2,1,10,"True","True","True","True","True","True",2,2,1,10918
"2012-303T00:13:28.709","1/89165609:38149",404741675.891012,160,89165609,50003,62498,89165610,34120,1417,52668,28,110,17,122,2,2,1,10,"True","True","True","True","True","True",2,2,1,10918
"2012-303T00:13:39.627","1/89165620:34049",404741686.80901,160,89165620,44630,62499,89165621,34120,1906,52701,39,98,28,110,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-303T00:13:50.547","1/89165631:30049",404741697.729009,160,89165631,39387,62500,89165632,34120,2392,52684,50,85,39,98,2,2,1,10,"True","True","True","True","True","True",2,2,1,10918
"2012-303T00:14:01.465","1/89165642:25949",404741708.647008,160,89165642,34013,62501,89165643,34121,2878,52644,61,71,50,85,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-303T00:14:12.385","1/89165653:21949",404741719.567006,160,89165653,28770,62502,89165654,34121,3365,52627,72,58,61,71,2,2,1,10,"True","True","True","True","True","True",2,2,1,10917
"2012-303T00:14:23.303","1/89165664:17849",404741730.485005,160,89165664,23396,62503,89165665,34121,3850,52660,83,46,72,58,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-303T00:14:34.223","1/89165675:13849",404741741.405003,160,89165675,18153,62504,89165676,34122,4260,52684,94,34,83,46,2,2,1,10,"True","True","True","True","True","True",2,2,1,10931
"2012-303T00:14:45.155","1/89165686:10449",404741752.337002,160,89165686,13697,62505,89165687,34122,4744,52633,105,22,94,34,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-303T00:14:56.074","1/89165697:6399",404741763.256001,160,89165697,8388,62506,89165698,34122,5227,52650,126,154,116,10,2,2,1,10,"True","True","True","True","True","True",2,2,1,10918
"2012-303T00:15:06.993","1/89165708:2349",404741774.174999,160,89165708,3080,62507,89165709,34123,5709,52639,137,141,126,154,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-303T00:15:17.914","1/89165718:48399",404741785.095998,160,89165718,63438,62508,89165719,34123,263,52629,137,141,126,154,2,2,1,10,"True","True","True","True","True","True",2,2,1,10907
"2012-303T00:15:28.821","1/89165729:43750",404741796.003016,160,89165729,57344,62509,89165730,34123,747,52652,148,127,137,141,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-303T00:15:39.740","1/89165740:39699",404741806.921995,160,89165740,52035,62510,89165741,34123,1230,52680,159,115,148,127,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-303T00:15:50.660","1/89165751:35699",404741817.841994,160,89165751,46792,62511,89165752,34123,1712,52663,170,102,159,115,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-303T00:16:01.579","1/89165762:31649",404741828.760992,160,89165762,41484,62512,89165763,34123,2196,52690,181,90,170,102,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-303T00:16:12.499","1/89165773:27649",404741839.680991,160,89165773,36241,62513,89165774,34123,2681,52712,192,78,181,90,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-303T00:16:23.419","1/89165784:23649",404741850.60099,160,89165784,30998,62514,89165785,34122,3166,52731,203,66,192,78,2,2,1,10,"True","True","True","True","True","True",2,2,1,10917
"2012-303T00:16:34.336","1/89165795:19499",404741861.517988,160,89165795,25559,62515,89165796,34122,3651,52770,214,54,203,66,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-303T00:16:45.256","1/89165806:15499",404741872.437987,160,89165806,20316,62516,89165807,34122,4138,52753,225,41,214,54,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-303T00:16:56.176","1/89165817:11499",404741883.357985,160,89165817,15073,62517,89165818,34121,4554,52696,236,27,225,41,2,2,1,10,"True","True","True","True","True","True",2,2,1,10929
"2012-303T00:17:07.105","1/89165828:7949",404741894.286984,160,89165828,10420,62518,89165829,34121,5041,52663,247,15,236,27,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-303T00:17:18.023","1/89165839:3899",404741905.205983,160,89165839,5111,62519,89165840,34121,5529,52644,12,146,2,2,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-303T00:17:28.942","1/89165849:49849",404741916.124981,160,89165849,65339,62520,89165850,34121,89,52642,12,146,2,2,2,2,1,10,"True","True","True","True","True","True",2,2,1,10907
"2012-303T00:17:39.849","1/89165860:45199",404741927.03198,160,89165860,59244,62521,89165861,34120,579,52739,23,134,12,146,2,2,1,10,"True","True","True","True","True","True",2,2,1,10916
"2012-303T00:17:50.765","1/89165871:40999",404741937.947979,160,89165871,53739,62522,89165872,34120,1067,52784,34,122,23,134,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-303T00:18:01.686","1/89165882:37049",404741948.868977,160,89165882,48562,62523,89165883,34120,1556,52800,45,110,34,122,2,2,1,10,"True","True","True","True","True","True",2,2,1,10917
"2012-303T00:18:12.604","1/89165893:32949",404741959.786976,160,89165893,43188,62524,89165894,34120,2045,52833,56,98,45,110,2,2,1,10,"True","True","True","True","True","True",2,2,1,10917
"2012-303T00:18:23.522","1/89165904:28849",404741970.704974,160,89165904,37814,62525,89165905,34120,2534,52752,67,83,56,98,2,2,1,10,"True","True","True","True","True","True",2,2,1,10917
"2012-303T00:18:34.440","1/89165915:24749",404741981.622973,160,89165915,32440,62526,89165916,34120,3020,52785,78,71,67,83,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-303T00:18:45.360","1/89165926:20749",404741992.542972,160,89165926,27197,62527,89165927,34121,3508,52771,89,58,78,71,2,2,1,10,"True","True","True","True","True","True",2,2,1,10918
"2012-303T00:18:56.279","1/89165937:16699",404742003.46197,160,89165937,21889,62528,89165938,34121,3995,52798,100,46,89,58,2,2,1,10,"True","True","True","True","True","True",2,2,1,10918
"2012-303T00:19:07.197","1/89165948:12599",404742014.379969,160,89165948,16515,62529,89165949,34121,4405,52832,111,34,100,46,2,2,1,10,"True","True","True","True","True","True",2,2,1,10932
"2012-303T00:19:18.129","1/89165959:9199",404742025.311967,160,89165959,12058,62530,89165960,34122,4891,52783,122,22,111,34,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-303T00:19:29.049","1/89165970:5199",404742036.231966,160,89165970,6815,62531,89165971,34122,5375,52679,143,151,133,10,2,2,1,10,"True","True","True","True","True","True",2,2,1,10918
"2012-303T00:19:39.967","1/89165981:1099",404742047.149965,160,89165981,1441,62532,89165982,34122,5858,52712,154,139,143,151,2,2,1,10,"True","True","True","True","True","True",2,2,1,10921
"2012-303T00:19:50.888","1/89165991:47149",404742058.070963,160,89165991,61800,62533,89165992,34122,413,52701,154,139,143,151,2,2,1,10,"True","True","True","True","True","True",2,2,1,10905
"2012-303T00:20:01.794","1/89166002:42449",404742068.976962,160,89166002,55640,62534,89166003,34123,895,52808,165,127,154,139,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-303T00:20:12.715","1/89166013:38499",404742079.89796,160,89166013,50462,62535,89166014,34123,1379,52824,176,115,165,127,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-303T00:20:23.634","1/89166024:34449",404742090.816959,160,89166024,45154,62536,89166025,34123,1861,52813,187,102,176,115,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-303T00:20:34.554","1/89166035:30449",404742101.736958,160,89166035,39911,62537,89166036,34123,2343,52834,198,90,187,102,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-303T00:20:45.473","1/89166046:26399",404742112.655956,160,89166046,34603,62538,89166047,34123,2827,52862,209,78,198,90,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-303T00:20:56.393","1/89166057:22399",404742123.575955,160,89166057,29360,62539,89166058,34123,3312,52768,220,63,209,78,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-303T00:21:07.313","1/89166068:18399",404742134.495954,160,89166068,24117,62540,89166069,34123,3795,52790,231,51,220,63,2,2,1,10,"True","True","True","True","True","True",2,2,1,10918
"2012-303T00:21:18.232","1/89166079:14349",404742145.414952,160,89166079,18808,62541,89166080,34122,4208,52815,242,39,231,51,2,2,1,10,"True","True","True","True","True","True",2,2,1,10929
"2012-303T00:21:29.161","1/89166090:10799",404742156.343951,160,89166090,14155,62542,89166091,34122,4695,52782,253,27,242,39,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-303T00:21:40.081","1/89166101:6799",404742167.263949,160,89166101,8912,62543,89166102,34121,5181,52802,8,15,253,27,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-303T00:21:51.001","1/89166112:2799",404742178.183948,160,89166112,3670,62544,89166113,34121,5668,52699,29,144,19,2,2,2,1,10,"True","True","True","True","True","True",2,2,1,10916
"2012-303T00:22:01.918","1/89166122:48649",404742189.100947,160,89166122,63766,62545,89166123,34121,226,52709,29,144,19,2,2,2,1,10,"True","True","True","True","True","True",2,2,1,10907
"2012-303T00:22:12.826","1/89166133:44049",404742200.008945,160,89166133,57737,62546,89166134,34121,716,52803,40,132,29,144,2,2,1,10,"True","True","True","True","True","True",2,2,1,10917
"2012-303T00:22:23.744","1/89166144:39949",404742210.926944,160,89166144,52363,62547,89166145,34120,1204,52834,51,120,40,132,2,2,1,10,"True","True","True","True","True","True",2,2,1,10918
"2012-303T00:22:34.663","1/89166155:35899",404742221.845943,160,89166155,47054,62548,89166156,34120,1693,52823,62,107,51,120,2,2,1,10,"True","True","True","True","True","True",2,2,1,10916
"2012-303T00:22:45.580","1/89166166:31749",404742232.762941,160,89166166,41615,62549,89166167,34120,2183,52863,73,95,62,107,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-303T00:22:56.499","1/89166177:27699",404742243.68194,160,89166177,36306,62550,89166178,34120,2672,52890,84,83,73,95,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-303T00:23:07.418","1/89166188:23649",404742254.600938,160,89166188,30998,62551,89166189,34120,3160,52917,95,71,84,83,2,2,1,10,"True","True","True","True","True","True",2,2,1,10918
"2012-303T00:23:18.337","1/89166199:19599",404742265.519937,160,89166199,25690,62552,89166200,34120,3648,52945,106,59,95,71,2,2,1,10,"True","True","True","True","True","True",2,2,1,10917
"2012-303T00:23:29.254","1/89166210:15449",404742276.436936,160,89166210,20250,62553,89166211,34120,4136,52946,117,46,106,59,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-303T00:23:40.174","1/89166221:11449",404742287.356934,160,89166221,15007,62554,89166222,34121,4549,52893,128,32,117,46,2,2,1,10,"True","True","True","True","True","True",2,2,1,10932
"2012-303T00:23:51.106","1/89166232:8049",404742298.288933,160,89166232,10551,62555,89166233,34121,5035,52804,139,19,128,32,2,2,1,10,"True","True","True","True","True","True",2,2,1,10918
"2012-303T00:24:02.025","1/89166243:3999",404742309.207931,160,89166243,5242,62556,89166244,34121,5521,52823,160,151,150,7,2,2,1,10,"True","True","True","True","True","True",2,2,1,10917
"2012-303T00:24:12.942","1/89166253:49849",404742320.12493,160,89166253,65339,62557,89166254,34121,78,52833,160,151,150,7,2,2,1,10,"True","True","True","True","True","True",2,2,1,10909
"2012-303T00:24:23.851","1/89166264:45299",404742331.033929,160,89166264,59375,62558,89166265,34122,561,52923,171,139,160,151,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-303T00:24:34.771","1/89166275:41299",404742341.953927,160,89166275,54132,62559,89166276,34122,1044,52944,182,127,171,139,2,2,1,10,"True","True","True","True","True","True",2,2,1,10918
"2012-303T00:24:45.689","1/89166286:37199",404742352.871926,160,89166286,48758,62560,89166287,34123,1527,52980,193,115,182,127,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-303T00:24:56.609","1/89166297:33199",404742363.791925,160,89166297,43515,62561,89166298,34123,2010,52887,204,100,193,115,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-303T00:25:07.529","1/89166308:29199",404742374.711923,160,89166308,38273,62562,89166309,34123,2492,52908,215,88,204,100,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-303T00:25:18.448","1/89166319:25149",404742385.630922,160,89166319,32964,62563,89166320,34123,2975,52935,226,76,215,88,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-303T00:25:29.369","1/89166330:21199",404742396.55192,160,89166330,27787,62564,89166331,34123,3458,52912,237,63,226,76,2,2,1,10,"True","True","True","True","True","True",2,2,1,10917
"2012-303T00:25:40.287","1/89166341:17099",404742407.469919,160,89166341,22413,62565,89166342,34123,3941,52946,248,51,237,63,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-303T00:25:51.207","1/89166352:13099",404742418.389918,160,89166352,17170,62566,89166353,34123,4352,52967,3,39,248,51,2,2,1,10,"True","True","True","True","True","True",2,2,1,10931
"2012-303T00:26:02.139","1/89166363:9699",404742429.321916,160,89166363,12713,62567,89166364,34123,4838,52802,14,24,3,39,2,2,1,10,"True","True","True","True","True","True",2,2,1,10917
"2012-303T00:26:13.056","1/89166374:5549",404742440.238915,160,89166374,7274,62568,89166375,34122,5323,52839,25,12,14,24,2,2,1,10,"True","True","True","True","True","True",2,2,1,10921
"2012-303T00:26:23.977","1/89166385:1599",404742451.159913,160,89166385,2097,62569,89166386,34122,5808,52843,46,144,36,0,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-303T00:26:34.896","1/89166395:47549",404742462.078912,160,89166395,62324,62570,89166396,34122,365,52844,46,144,36,0,2,2,1,10,"True","True","True","True","True","True",2,2,1,10906
"2012-303T00:26:45.803","1/89166406:42899",404742472.985911,160,89166406,56229,62571,89166407,34121,854,52941,57,132,46,144,2,2,1,10,"True","True","True","True","True","True",2,2,1,10916
