"UTC","SCLOCK_Full","ET","OrbitNumber","Seconds","Subseconds","Spin","SpinTime","SpinPeriod","SpinPhase","MagPhase","Mag0Second1","Mag0Subsecond1","Mag0Second2","Mag0Subsecond2","IntegrationSectors","IntegrationMultiplier1","IntegrationMultiplier2","IntegrationSpins","MagPhaseValid","MagDataValid","SpinDataValid","ElectronPixel","IonEnergyPixel","IonSpeciesPixel","Subsector1","Subsector2","Subsector3","SpinDuration"
"2013-006T07:09:44.675","1/95152186:27899",410728251.858651,345,95152186,36569,21725,95152187,34009,2664,4220,48,59,37,77,2,2,1,10,"True","True","True","True","True","True",1,0,0,10881
"2013-006T07:09:55.557","1/95152197:21999",410728262.74065,345,95152197,28835,21726,95152198,34009,3369,4202,59,40,48,59,2,2,1,10,"True","True","True","True","True","True",1,0,0,10881
"2013-006T07:10:06.439","1/95152208:16099",410728273.622649,345,95152208,21102,21727,95152209,34009,4074,4260,70,23,59,40,2,2,1,10,"True","True","True","True","True","True",1,0,0,10883
"2013-006T07:10:17.323","1/95152219:10299",410728284.506648,345,95152219,13500,21728,95152220,34009,4784,4192,81,3,70,23,2,2,1,10,"True","True","True","True","True","True",1,0,0,10882
"2013-006T07:10:28.205","1/95152230:4399",410728295.388647,345,95152230,5767,21729,95152231,34009,5489,4135,91,140,81,3,2,2,1,10,"True","True","True","True","True","True",1,0,0,10882
"2013-006T07:10:39.088","1/95152240:48549",410728306.271646,345,95152240,63635,21730,95152241,34009,167,4188,102,123,91,140,2,2,1,10,"True","True","True","True","True","True",1,0,0,10882
"2013-006T07:10:49.970","1/95152251:42649",410728317.153645,345,95152251,55902,21731,95152252,34009,872,4246,113,106,102,123,2,2,1,10,"True","True","True","True","True","True",1,0,0,10885
"2013-006T07:11:00.855","1/95152262:36899",410728328.038644,345,95152262,48365,21732,95152263,34009,1576,4172,124,86,113,106,2,2,1,10,"True","True","True","True","True","True",1,0,0,10883
"2013-006T07:11:11.738","1/95152273:31049",410728338.921644,345,95152273,40697,21733,95152274,34009,2282,4224,135,69,124,86,2,2,1,10,"True","True","True","True","True","True",1,0,0,10882
"2013-006T07:11:22.621","1/95152284:25199",410728349.804643,345,95152284,33030,21734,95152285,34009,2986,4200,146,50,135,69,2,2,1,10,"True","True","True","True","True","True",1,0,0,10881
"2013-006T07:11:33.502","1/95152295:19249",410728360.685642,345,95152295,25231,21735,95152296,34009,3691,4149,157,30,146,50,2,2,1,10,"True","True","True","True","True","True",1,0,0,10884
"2013-006T07:11:44.387","1/95152306:13499",410728371.570641,345,95152306,17694,21736,95152307,34009,4402,4190,168,13,157,30,2,2,1,10,"True","True","True","True","True","True",1,0,0,10881
"2013-006T07:11:55.268","1/95152317:7549",410728382.45164,345,95152317,9895,21737,95152318,34009,5107,4216,178,152,168,13,2,2,1,10,"True","True","True","True","True","True",1,0,0,10883
"2013-006T07:12:06.152","1/95152328:1749",410728393.335639,345,95152328,2293,21738,95152329,34009,5812,4186,189,133,178,152,2,2,1,10,"True","True","True","True","True","True",1,0,0,10880
"2013-006T07:12:17.033","1/95152338:45799",410728404.216638,345,95152338,60030,21739,95152339,34009,489,4135,200,113,189,133,2,2,1,10,"True","True","True","True","True","True",1,0,0,10885
"2013-006T07:12:27.918","1/95152349:40049",410728415.101638,345,95152349,52494,21740,95152350,34009,1194,4176,211,96,200,113,2,2,1,10,"True","True","True","True","True","True",1,0,0,10884
"2013-006T07:12:38.802","1/95152360:34249",410728425.985637,345,95152360,44892,21741,95152361,34009,1899,4222,222,79,211,96,2,2,1,10,"True","True","True","True","True","True",1,0,0,10882
"2013-006T07:12:49.684","1/95152371:28349",410728436.867636,345,95152371,37158,21742,95152372,34009,2604,4204,233,60,222,79,2,2,1,10,"True","True","True","True","True","True",1,0,0,10881
"2013-006T07:13:00.566","1/95152382:22449",410728447.749635,345,95152382,29425,21743,95152383,34009,3309,4263,244,43,233,60,2,2,1,10,"True","True","True","True","True","True",1,0,0,10884
"2013-006T07:13:11.450","1/95152393:16649",410728458.633634,345,95152393,21823,21744,95152394,34009,4014,4194,255,23,244,43,2,2,1,10,"True","True","True","True","True","True",1,0,0,10883
"2013-006T07:13:22.333","1/95152404:10799",410728469.516633,345,95152404,14155,21745,95152405,34009,4724,4247,10,6,255,23,2,2,1,10,"True","True","True","True","True","True",1,0,0,10881
"2013-006T07:13:33.214","1/95152415:4849",410728480.397632,345,95152415,6356,21746,95152416,34009,5429,4196,20,143,10,6,2,2,1,10,"True","True","True","True","True","True",1,0,0,10884
"2013-006T07:13:44.098","1/95152425:49049",410728491.281631,345,95152425,64290,21747,95152426,34009,107,4243,31,126,20,143,2,2,1,10,"True","True","True","True","True","True",1,0,0,10883
"2013-006T07:13:54.982","1/95152436:43249",410728502.165631,345,95152436,56688,21748,95152437,34009,812,4174,42,106,31,126,2,2,1,10,"True","True","True","True","True","True",1,0,0,10882
"2013-006T07:14:05.864","1/95152447:37349",410728513.04763,345,95152447,48955,21749,95152448,34009,1517,4232,53,89,42,106,2,2,1,10,"True","True","True","True","True","True",1,0,0,10883
"2013-006T07:14:16.747","1/95152458:31499",410728523.930629,345,95152458,41287,21750,95152459,34009,2222,4170,64,69,53,89,2,2,1,10,"True","True","True","True","True","True",1,0,0,10883
"2013-006T07:14:27.630","1/95152469:25649",410728534.813628,345,95152469,33619,21751,95152470,34009,2927,4146,75,50,64,69,2,2,1,10,"True","True","True","True","True","True",1,0,0,10884
"2013-006T07:14:38.514","1/95152480:19849",410728545.697627,345,95152480,26017,21752,95152481,34009,3632,4192,86,33,75,50,2,2,1,10,"True","True","True","True","True","True",1,0,0,10882
"2013-006T07:14:49.396","1/95152491:13949",410728556.579626,345,95152491,18284,21753,95152492,34009,4342,4251,97,16,86,33,2,2,1,10,"True","True","True","True","True","True",1,0,0,10882
"2013-006T07:15:00.278","1/95152502:8049",410728567.461625,345,95152502,10551,21754,95152503,34009,5047,4156,107,152,97,16,2,2,1,10,"True","True","True","True","True","True",1,0,0,10883
"2013-006T07:15:11.161","1/95152513:2199",410728578.344625,345,95152513,2883,21755,95152514,34009,5752,4132,118,133,107,152,2,2,1,10,"True","True","True","True","True","True",1,0,0,10884
"2013-006T07:15:22.045","1/95152523:46399",410728589.228624,345,95152523,60817,21756,95152524,34009,430,4178,129,116,118,133,2,2,1,10,"True","True","True","True","True","True",1,0,0,10882
"2013-006T07:15:32.928","1/95152534:40549",410728600.111623,345,95152534,53149,21757,95152535,34009,1134,4116,140,96,129,116,2,2,1,10,"True","True","True","True","True","True",1,0,0,10882
"2013-006T07:15:43.810","1/95152545:34649",410728610.993622,345,95152545,45416,21758,95152546,34009,1840,4174,151,79,140,96,2,2,1,10,"True","True","True","True","True","True",1,0,0,10884
"2013-006T07:15:54.694","1/95152556:28849",410728621.877621,345,95152556,37814,21759,95152557,34009,2544,4221,162,62,151,79,2,2,1,10,"True","True","True","True","True","True",1,0,0,10883
"2013-006T07:16:05.577","1/95152567:22999",410728632.76062,345,95152567,30146,21760,95152568,34009,3249,4196,173,43,162,62,2,2,1,10,"True","True","True","True","True","True",1,0,0,10883
"2013-006T07:16:16.460","1/95152578:17149",410728643.643619,345,95152578,22478,21761,95152579,34009,3954,4249,184,26,173,43,2,2,1,10,"True","True","True","True","True","True",1,0,0,10882
"2013-006T07:16:27.342","1/95152589:11249",410728654.525618,345,95152589,14745,21762,95152590,34009,4665,4192,195,6,184,26,2,2,1,10,"True","True","True","True","True","True",1,0,0,10882
"2013-006T07:16:38.225","1/95152600:5399",410728665.408618,345,95152600,7077,21763,95152601,34009,5370,4130,205,143,195,6,2,2,1,10,"True","True","True","True","True","True",1,0,0,10882
"2013-006T07:16:49.107","1/95152610:49499",410728676.290617,345,95152610,64880,21764,95152611,34009,47,4188,216,126,205,143,2,2,1,10,"True","True","True","True","True","True",1,0,0,10885
"2013-006T07:16:59.992","1/95152621:43750",410728687.175636,345,95152621,57344,21765,95152622,34009,752,4229,227,109,216,126,2,2,1,10,"True","True","True","True","True","True",1,0,0,10882
"2013-006T07:17:10.874","1/95152632:37849",410728698.057615,345,95152632,49610,21766,95152633,34009,1457,4172,238,89,227,109,2,2,1,10,"True","True","True","True","True","True",1,0,0,10883
"2013-006T07:17:21.758","1/95152643:32049",410728708.941614,345,95152643,42008,21767,95152644,34009,2162,4219,249,72,238,89,2,2,1,10,"True","True","True","True","True","True",1,0,0,10882
"2013-006T07:17:32.641","1/95152654:26199",410728719.824613,345,95152654,34340,21768,95152655,34009,2867,4156,4,52,249,72,2,2,1,10,"True","True","True","True","True","True",1,0,0,10880
"2013-006T07:17:43.522","1/95152665:20249",410728730.705612,345,95152665,26542,21769,95152666,34009,3572,4144,15,33,4,52,2,2,1,10,"True","True","True","True","True","True",1,0,0,10884
"2013-006T07:17:54.406","1/95152676:14449",410728741.589611,345,95152676,18939,21770,95152677,34009,4282,4191,26,16,15,33,2,2,1,10,"True","True","True","True","True","True",1,0,0,10882
"2013-006T07:18:05.289","1/95152687:8599",410728752.472611,345,95152687,11272,21771,95152688,34009,4987,4205,36,155,26,16,2,2,1,10,"True","True","True","True","True","True",1,0,0,10881
"2013-006T07:18:16.171","1/95152698:2699",410728763.35461,345,95152698,3538,21772,95152699,34009,5692,4187,47,136,36,155,2,2,1,10,"True","True","True","True","True","True",1,0,0,10882
"2013-006T07:18:27.053","1/95152708:46799",410728774.236609,345,95152708,61341,21773,95152709,34009,370,4207,58,118,47,136,2,2,1,10,"True","True","True","True","True","True",1,0,0,10885
"2013-006T07:18:37.938","1/95152719:41049",410728785.121608,345,95152719,53805,21774,95152720,34009,1075,4170,69,99,58,118,2,2,1,10,"True","True","True","True","True","True",1,0,0,10883
"2013-006T07:18:48.821","1/95152730:35199",410728796.004607,345,95152730,46137,21775,95152731,34009,1780,4108,80,79,69,99,2,2,1,10,"True","True","True","True","True","True",1,0,0,10883
"2013-006T07:18:59.704","1/95152741:29349",410728806.887606,345,95152741,38469,21776,95152742,34009,2485,4160,91,62,80,79,2,2,1,10,"True","True","True","True","True","True",1,0,0,10881
"2013-006T07:19:10.586","1/95152752:23449",410728817.769605,345,95152752,30736,21777,95152753,34009,3190,4219,102,45,91,62,2,2,1,10,"True","True","True","True","True","True",1,0,0,10883
"2013-006T07:19:21.469","1/95152763:17599",410728828.652605,345,95152763,23068,21778,95152764,34009,3895,4195,113,26,102,45,2,2,1,10,"True","True","True","True","True","True",1,0,0,10883
"2013-006T07:19:32.353","1/95152774:11799",410728839.536604,345,95152774,15466,21779,95152775,34009,4605,4241,124,9,113,26,2,2,1,10,"True","True","True","True","True","True",1,0,0,10881
"2013-006T07:19:43.235","1/95152785:5899",410728850.418603,345,95152785,7733,21780,95152786,34009,5310,4146,134,145,124,9,2,2,1,10,"True","True","True","True","True","True",1,0,0,10881
"2013-006T07:19:54.117","1/95152795:49999",410728861.300602,345,95152795,65535,21781,95152796,34009,65524,4128,145,126,134,145,2,2,1,10,"True","True","True","True","True","True",1,0,0,10884
"2013-006T07:20:05.001","1/95152806:44199",410728872.184601,345,95152806,57933,21782,95152807,34009,693,4175,156,109,145,126,2,2,1,10,"True","True","True","True","True","True",1,0,0,10883
"2013-006T07:20:15.884","1/95152817:38349",410728883.0676,345,95152817,50266,21783,95152818,34009,1398,4227,167,92,156,109,2,2,1,10,"True","True","True","True","True","True",1,0,0,10884
"2013-006T07:20:26.768","1/95152828:32549",410728893.951599,345,95152828,42663,21784,95152829,34009,2103,4159,178,72,167,92,2,2,1,10,"True","True","True","True","True","True",1,0,0,10881
"2013-006T07:20:37.649","1/95152839:26599",410728904.832599,345,95152839,34865,21785,95152840,34009,2808,4223,189,55,178,72,2,2,1,10,"True","True","True","True","True","True",1,0,0,10884
"2013-006T07:20:48.533","1/95152850:20799",410728915.716598,345,95152850,27262,21786,95152851,34009,3513,4193,200,36,189,55,2,2,1,10,"True","True","True","True","True","True",1,0,0,10883
"2013-006T07:20:59.416","1/95152861:14949",410728926.599597,345,95152861,19595,21787,95152862,34009,4223,4130,211,16,200,36,2,2,1,10,"True","True","True","True","True","True",1,0,0,10882
"2013-006T07:21:10.298","1/95152872:9049",410728937.481596,345,95152872,11862,21788,95152873,34009,4928,4150,221,155,211,16,2,2,1,10,"True","True","True","True","True","True",1,0,0,10882
"2013-006T07:21:21.181","1/95152883:3199",410728948.364595,345,95152883,4194,21789,95152884,34009,5633,4126,232,136,221,155,2,2,1,10,"True","True","True","True","True","True",1,0,0,10882
"2013-006T07:21:32.063","1/95152893:47299",410728959.246594,345,95152893,61997,21790,95152894,34009,310,4185,243,119,232,136,2,2,1,10,"True","True","True","True","True","True",1,0,0,10885
"2013-006T07:21:42.948","1/95152904:41549",410728970.131593,345,95152904,54460,21791,95152905,34009,1015,4225,254,102,243,119,2,2,1,10,"True","True","True","True","True","True",1,0,0,10883
"2013-006T07:21:53.831","1/95152915:35699",410728981.014592,345,95152915,46792,21792,95152916,34009,1720,4163,9,82,254,102,2,2,1,10,"True","True","True","True","True","True",1,0,0,10882
"2013-006T07:22:04.713","1/95152926:29799",410728991.896592,345,95152926,39059,21793,95152927,34009,2425,4221,20,65,9,82,2,2,1,10,"True","True","True","True","True","True",1,0,0,10883
"2013-006T07:22:15.596","1/95152937:23949",410729002.779591,345,95152937,31391,21794,95152938,34009,3130,4159,31,45,20,65,2,2,1,10,"True","True","True","True","True","True",1,0,0,10884
"2013-006T07:22:26.480","1/95152948:18149",410729013.66359,345,95152948,23789,21795,95152949,34009,3835,4128,42,26,31,45,2,2,1,10,"True","True","True","True","True","True",1,0,0,10881
"2013-006T07:22:37.362","1/95152959:12249",410729024.545589,345,95152959,16056,21796,95152960,34009,4545,4187,53,9,42,26,2,2,1,10,"True","True","True","True","True","True",1,0,0,10882
"2013-006T07:22:48.245","1/95152970:6399",410729035.428588,345,95152970,8388,21797,95152971,34009,5250,4086,63,145,53,9,2,2,1,10,"True","True","True","True","True","True",1,0,0,10882
"2013-006T07:22:59.127","1/95152981:499",410729046.310587,345,95152981,655,21798,95152981,34009,65464,4145,74,128,63,145,2,2,1,10,"True","True","True","True","True","True",1,0,0,10884
"2013-006T07:23:10.012","1/95152991:44749",410729057.195586,345,95152991,58654,21799,95152992,34009,633,4185,85,111,74,128,2,2,1,10,"True","True","True","True","True","True",1,0,0,10880
"2013-006T07:23:20.893","1/95153002:38799",410729068.076585,345,95153002,50855,21800,95153003,34009,1338,4173,96,92,85,111,2,2,1,10,"True","True","True","True","True","True",1,0,0,10884
"2013-006T07:23:31.776","1/95153013:32999",410729078.960585,345,95153013,43253,21801,95153014,34009,2043,4104,107,72,96,92,2,2,1,10,"True","True","True","True","True","True",1,0,0,10883
"2013-006T07:23:42.659","1/95153024:27149",410729089.843584,345,95153024,35586,21802,95153025,34009,2748,4157,118,55,107,72,2,2,1,10,"True","True","True","True","True","True",1,0,0,10884
"2013-006T07:23:53.543","1/95153035:21349",410729100.727583,345,95153035,27983,21803,95153036,34009,3453,4127,129,36,118,55,2,2,1,10,"True","True","True","True","True","True",1,0,0,10881
"2013-006T07:24:04.424","1/95153046:15399",410729111.608582,345,95153046,20185,21804,95153047,34009,4158,4191,140,19,129,36,2,2,1,10,"True","True","True","True","True","True",1,0,0,10884
"2013-006T07:24:15.308","1/95153057:9599",410729122.492581,345,95153057,12582,21805,95153058,34009,4868,4084,150,155,140,19,2,2,1,10,"True","True","True","True","True","True",1,0,0,10882
"2013-006T07:24:26.190","1/95153068:3699",410729133.37458,345,95153068,4849,21806,95153069,34009,5573,4143,161,138,150,155,2,2,1,10,"True","True","True","True","True","True",1,0,0,10883
"2013-006T07:24:37.073","1/95153078:47849",410729144.257579,345,95153078,62717,21807,95153079,34009,251,4119,172,119,161,138,2,2,1,10,"True","True","True","True","True","True",1,0,0,10882
"2013-006T07:24:47.956","1/95153089:41999",410729155.140579,345,95153089,55050,21808,95153090,34009,955,4171,183,102,172,119,2,2,1,10,"True","True","True","True","True","True",1,0,0,10884
"2013-006T07:24:58.840","1/95153100:36199",410729166.024578,345,95153100,47448,21809,95153101,34009,1661,4102,194,82,183,102,2,2,1,10,"True","True","True","True","True","True",1,0,0,10882
"2013-006T07:25:09.723","1/95153111:30349",410729176.907577,345,95153111,39780,21810,95153112,34009,2365,4155,205,65,194,82,2,2,1,10,"True","True","True","True","True","True",1,0,0,10882
"2013-006T07:25:20.606","1/95153122:24499",410729187.790576,345,95153122,32112,21811,95153123,34009,3070,4131,216,46,205,65,2,2,1,10,"True","True","True","True","True","True",1,0,0,10881
"2013-006T07:25:31.487","1/95153133:18549",410729198.671575,345,95153133,24313,21812,95153134,34009,3775,4157,227,28,216,46,2,2,1,10,"True","True","True","True","True","True",1,0,0,10885
"2013-006T07:25:42.372","1/95153144:12799",410729209.556574,345,95153144,16777,21813,95153145,34009,4486,4121,238,9,227,28,2,2,1,10,"True","True","True","True","True","True",1,0,0,10881
"2013-006T07:25:53.254","1/95153155:6899",410729220.438573,345,95153155,9043,21814,95153156,34009,5191,4141,248,148,238,9,2,2,1,10,"True","True","True","True","True","True",1,0,0,10882
"2013-006T07:26:04.136","1/95153166:999",410729231.320573,345,95153166,1310,21815,95153167,34009,5896,4123,3,129,248,148,2,2,1,10,"True","True","True","True","True","True",1,0,0,10883
"2013-006T07:26:15.019","1/95153176:45149",410729242.203572,345,95153176,59179,21816,95153177,34009,573,4137,14,111,3,129,2,2,1,10,"True","True","True","True","True","True",1,0,0,10884
"2013-006T07:26:25.903","1/95153187:39349",410729253.087571,345,95153187,51576,21817,95153188,34009,1278,4107,25,92,14,111,2,2,1,10,"True","True","True","True","True","True",1,0,0,10883
"2013-006T07:26:36.787","1/95153198:33549",410729263.97157,345,95153198,43974,21818,95153199,34009,1983,4153,36,75,25,92,2,2,1,10,"True","True","True","True","True","True",1,0,0,10881
"2013-006T07:26:47.668","1/95153209:27599",410729274.852569,345,95153209,36175,21819,95153210,34009,2688,4103,47,55,36,75,2,2,1,10,"True","True","True","True","True","True",1,0,0,10884
"2013-006T07:26:58.552","1/95153220:21799",410729285.736568,345,95153220,28573,21820,95153221,34009,3393,4149,58,38,47,55,2,2,1,10,"True","True","True","True","True","True",1,0,0,10883
"2013-006T07:27:09.435","1/95153231:15949",410729296.619567,345,95153231,20905,21821,95153232,34009,4098,4125,69,19,58,38,2,2,1,10,"True","True","True","True","True","True",1,0,0,10882
"2013-006T07:27:20.318","1/95153242:10099",410729307.502566,345,95153242,13238,21822,95153243,34009,4808,4177,80,2,69,19,2,2,1,10,"True","True","True","True","True","True",1,0,0,10880
"2013-006T07:27:31.199","1/95153253:4149",410729318.383566,345,95153253,5439,21823,95153254,34009,5513,4089,90,138,80,2,2,2,1,10,"True","True","True","True","True","True",1,0,0,10884
"2013-006T07:27:42.083","1/95153263:48349",410729329.267565,345,95153263,63373,21824,95153264,34009,191,4135,101,121,90,138,2,2,1,10,"True","True","True","True","True","True",1,0,0,10883
"2013-006T07:27:52.966","1/95153274:42499",410729340.150564,345,95153274,55705,21825,95153275,34009,896,4111,112,102,101,121,2,2,1,10,"True","True","True","True","True","True",1,0,0,10884
"2013-006T07:28:03.850","1/95153285:36699",410729351.034563,345,95153285,48103,21826,95153286,34009,1601,4157,123,85,112,102,2,2,1,10,"True","True","True","True","True","True",1,0,0,10882
"2013-006T07:28:14.732","1/95153296:30799",410729361.916562,345,95153296,40370,21827,95153297,34009,2306,4101,134,65,123,85,2,2,1,10,"True","True","True","True","True","True",1,0,0,10883
"2013-006T07:28:25.615","1/95153307:24949",410729372.799561,345,95153307,32702,21828,95153308,34009,3011,4153,145,48,134,65,2,2,1,10,"True","True","True","True","True","True",1,0,0,10884
"2013-006T07:28:36.499","1/95153318:19149",410729383.68356,345,95153318,25100,21829,95153319,34009,3715,4123,156,29,145,48,2,2,1,10,"True","True","True","True","True","True",1,0,0,10882
"2013-006T07:28:47.382","1/95153329:13299",410729394.566559,345,95153329,17432,21830,95153330,34009,4426,4137,167,11,156,29,2,2,1,10,"True","True","True","True","True","True",1,0,0,10880
"2013-006T07:28:58.262","1/95153340:7299",410729405.446559,345,95153340,9568,21831,95153341,34009,5131,4093,177,148,167,11,2,2,1,10,"True","True","True","True","True","True",1,0,0,10884
"2013-006T07:29:09.146","1/95153351:1499",410729416.330558,345,95153351,1966,21832,95153352,34009,5836,4139,188,131,177,148,2,2,1,10,"True","True","True","True","True","True",1,0,0,10883
"2013-006T07:29:20.030","1/95153361:45699",410729427.214557,345,95153361,59899,21833,95153362,34009,513,4109,199,112,188,131,2,2,1,10,"True","True","True","True","True","True",1,0,0,10883
"2013-006T07:29:30.913","1/95153372:39849",410729438.097556,345,95153372,52232,21834,95153373,34009,1218,4046,210,92,199,112,2,2,1,10,"True","True","True","True","True","True",1,0,0,10883
"2013-006T07:29:41.796","1/95153383:33999",410729448.980555,345,95153383,44564,21835,95153384,34009,1923,4099,221,75,210,92,2,2,1,10,"True","True","True","True","True","True",1,0,0,10883
"2013-006T07:29:52.679","1/95153394:28149",410729459.863554,345,95153394,36896,21836,95153395,34009,2628,4151,232,58,221,75,2,2,1,10,"True","True","True","True","True","True",1,0,0,10883
"2013-006T07:30:03.562","1/95153405:22299",410729470.746553,345,95153405,29229,21837,95153406,34009,3333,4089,243,38,232,58,2,2,1,10,"True","True","True","True","True","True",1,0,0,10883
"2013-006T07:30:14.445","1/95153416:16449",410729481.629553,345,95153416,21561,21838,95153417,34009,4038,4141,254,21,243,38,2,2,1,10,"True","True","True","True","True","True",1,0,0,10881
"2013-006T07:30:25.327","1/95153427:10549",410729492.511552,345,95153427,13828,21839,95153428,34009,4748,4123,9,2,254,21,2,2,1,10,"True","True","True","True","True","True",1,0,0,10882
"2013-006T07:30:36.210","1/95153438:4699",410729503.394551,345,95153438,6160,21840,95153439,34009,5453,4137,19,141,9,2,2,2,1,10,"True","True","True","True","True","True",1,0,0,10882
"2013-006T07:30:47.092","1/95153448:48799",410729514.27655,345,95153448,63963,21841,95153449,34009,131,4081,30,121,19,141,2,2,1,10,"True","True","True","True","True","True",1,0,0,10885
"2013-006T07:30:57.977","1/95153459:43049",410729525.161549,345,95153459,56426,21842,95153460,34009,836,4045,41,102,30,121,2,2,1,10,"True","True","True","True","True","True",1,0,0,10882
"2013-006T07:31:08.859","1/95153470:37149",410729536.043548,345,95153470,48693,21843,95153471,34009,1541,4103,52,85,41,102,2,2,1,10,"True","True","True","True","True","True",1,0,0,10883
"2013-006T07:31:19.743","1/95153481:31349",410729546.927547,345,95153481,41091,21844,95153482,34009,2246,4150,63,68,52,85,2,2,1,10,"True","True","True","True","True","True",1,0,0,10882
"2013-006T07:31:30.625","1/95153492:25449",410729557.809547,345,95153492,33357,21845,95153493,34009,2951,4093,74,48,63,68,2,2,1,10,"True","True","True","True","True","True",1,0,0,10883
"2013-006T07:31:41.508","1/95153503:19599",410729568.692546,345,95153503,25690,21846,95153504,34009,3656,4146,85,31,74,48,2,2,1,10,"True","True","True","True","True","True",1,0,0,10883
"2013-006T07:31:52.391","1/95153514:13749",410729579.575545,345,95153514,18022,21847,95153515,34009,4366,4121,96,12,85,31,2,2,1,10,"True","True","True","True","True","True",1,0,0,10883
"2013-006T07:32:03.274","1/95153525:7899",410729590.458544,345,95153525,10354,21848,95153526,34009,5071,4136,106,151,96,12,2,2,1,10,"True","True","True","True","True","True",1,0,0,10882
"2013-006T07:32:14.156","1/95153536:1999",410729601.340543,345,95153536,2621,21849,95153537,34009,5776,4079,117,131,106,151,2,2,1,10,"True","True","True","True","True","True",1,0,0,10883
"2013-006T07:32:25.039","1/95153546:46149",410729612.223542,345,95153546,60489,21850,95153547,34009,454,4132,128,114,117,131,2,2,1,10,"True","True","True","True","True","True",1,0,0,10884
"2013-006T07:32:35.923","1/95153557:40349",410729623.107541,345,95153557,52887,21851,95153558,34009,1159,4101,139,95,128,114,2,2,1,10,"True","True","True","True","True","True",1,0,0,10883
"2013-006T07:32:46.806","1/95153568:34499",410729633.99054,345,95153568,45219,21852,95153569,34009,1863,4039,150,75,139,95,2,2,1,10,"True","True","True","True","True","True",1,0,0,10882
"2013-006T07:32:57.689","1/95153579:28649",410729644.87354,345,95153579,37552,21853,95153580,34009,2569,4091,161,58,150,75,2,2,1,10,"True","True","True","True","True","True",1,0,0,10881
"2013-006T07:33:08.570","1/95153590:22699",410729655.754539,345,95153590,29753,21854,95153591,34009,3273,4156,172,41,161,58,2,2,1,10,"True","True","True","True","True","True",1,0,0,10885
"2013-006T07:33:19.455","1/95153601:16949",410729666.639538,345,95153601,22216,21855,95153602,34009,3978,4081,183,21,172,41,2,2,1,10,"True","True","True","True","True","True",1,0,0,10883
"2013-006T07:33:30.338","1/95153612:11099",410729677.522537,345,95153612,14548,21856,95153613,34009,4689,4134,194,4,183,21,2,2,1,10,"True","True","True","True","True","True",1,0,0,10882
"2013-006T07:33:41.220","1/95153623:5199",410729688.404536,345,95153623,6815,21857,95153624,34009,5394,4077,204,141,194,4,2,2,1,10,"True","True","True","True","True","True",1,0,0,10882
"2013-006T07:33:52.102","1/95153633:49299",410729699.286535,345,95153633,64618,21858,95153634,34009,71,4136,215,124,204,141,2,2,1,10,"True","True","True","True","True","True",1,0,0,10885
"2013-006T07:34:02.987","1/95153644:43549",410729710.171534,345,95153644,57081,21859,95153645,34009,776,4061,226,104,215,124,2,2,1,10,"True","True","True","True","True","True",1,0,0,10883
"2013-006T07:34:13.870","1/95153655:37699",410729721.054533,345,95153655,49414,21860,95153656,34009,1481,4037,237,85,226,104,2,2,1,10,"True","True","True","True","True","True",1,0,0,10882
"2013-006T07:34:24.753","1/95153666:31849",410729731.937533,345,95153666,41746,21861,95153667,34009,2186,4089,248,68,237,85,2,2,1,10,"True","True","True","True","True","True",1,0,0,10881
"2013-006T07:34:35.634","1/95153677:25899",410729742.818532,345,95153677,33947,21862,95153678,34009,2891,4039,3,48,248,68,2,2,1,10,"True","True","True","True","True","True",1,0,0,10884
"2013-006T07:34:46.519","1/95153688:20149",410729753.703531,345,95153688,26411,21863,95153689,34009,3596,4079,14,31,3,48,2,2,1,10,"True","True","True","True","True","True",1,0,0,10882
"2013-006T07:34:57.401","1/95153699:14249",410729764.58553,345,95153699,18677,21864,95153700,34009,4306,4138,25,14,14,31,2,2,1,10,"True","True","True","True","True","True",1,0,0,10882
"2013-006T07:35:08.284","1/95153710:8399",410729775.468529,345,95153710,11010,21865,95153711,34009,5011,4075,35,151,25,14,2,2,1,10,"True","True","True","True","True","True",1,0,0,10880
"2013-006T07:35:19.165","1/95153721:2449",410729786.349528,345,95153721,3211,21866,95153722,34009,5716,4140,46,134,35,151,2,2,1,10,"True","True","True","True","True","True",1,0,0,10884
"2013-006T07:35:30.049","1/95153731:46649",410729797.233527,345,95153731,61145,21867,95153732,34009,394,4071,57,114,46,134,2,2,1,10,"True","True","True","True","True","True",1,0,0,10884
"2013-006T07:35:40.933","1/95153742:40849",410729808.117527,345,95153742,53542,21868,95153743,34009,1099,4118,68,97,57,114,2,2,1,10,"True","True","True","True","True","True",1,0,0,10882
"2013-006T07:35:51.815","1/95153753:34949",410729818.999526,345,95153753,45809,21869,95153754,34009,1804,4100,79,78,68,97,2,2,1,10,"True","True","True","True","True","True",1,0,0,10884
"2013-006T07:36:02.699","1/95153764:29149",410729829.883525,345,95153764,38207,21870,95153765,34009,2509,4146,90,61,79,78,2,2,1,10,"True","True","True","True","True","True",1,0,0,10883
"2013-006T07:36:13.582","1/95153775:23299",410729840.766524,345,95153775,30539,21871,95153776,34009,3214,4084,101,41,90,61,2,2,1,10,"True","True","True","True","True","True",1,0,0,10883
"2013-006T07:36:24.465","1/95153786:17449",410729851.649523,345,95153786,22872,21872,95153787,34009,3919,4059,112,22,101,41,2,2,1,10,"True","True","True","True","True","True",1,0,0,10881
