"UTC","SCLOCK_Full","ET","OrbitNumber","Seconds","Subseconds","Spin","SpinTime","SpinPeriod","SpinPhase","MagPhase","Mag0Second1","Mag0Subsecond1","Mag0Second2","Mag0Subsecond2","IntegrationSectors","IntegrationMultiplier1","IntegrationMultiplier2","IntegrationSpins","MagPhaseValid","MagDataValid","SpinDataValid","ElectronPixel","IonEnergyPixel","IonSpeciesPixel","Subsector1","Subsector2","Subsector3","SpinDuration"
"2012-302T03:44:12.484","1/89091853:26349",404667919.666465,158,89091853,34537,55753,89091854,34130,4138,54259,0,117,245,137,2,2,1,10,"True","True","False","True","True","True",2,2,1,10832
"2012-302T03:44:23.317","1/89091864:17999",404667930.499464,158,89091864,23592,55754,89091865,34130,4607,54259,11,100,0,117,2,2,1,10,"True","True","False","True","True","True",2,2,1,10932
"2012-302T03:44:34.249","1/89091875:14599",404667941.431462,158,89091875,19136,55755,89091876,34130,5077,54259,22,83,11,100,2,2,1,10,"True","True","False","True","True","True",2,2,1,10892
"2012-302T03:44:45.141","1/89091886:9199",404667952.32346,158,89091886,12058,55756,89091887,34130,5546,54259,33,66,22,83,2,2,1,10,"True","True","False","True","True","True",2,2,1,10891
"2012-302T03:44:56.032","1/89091897:3749",404667963.214458,158,89091897,4915,55757,89091898,34130,6015,54259,44,47,33,66,2,2,1,10,"True","True","False","True","True","True",2,2,1,10852
"2012-302T03:45:06.884","1/89091907:46349",404667974.066457,158,89091907,60751,55758,89091908,34130,484,54259,55,30,44,47,2,2,1,10,"True","True","False","True","True","True",2,2,1,10920
"2012-302T03:45:17.804","1/89091918:42349",404667984.986455,158,89091918,55508,55759,89091919,34130,954,54259,66,13,55,30,2,2,1,10,"True","True","False","True","True","True",2,2,1,10891
"2012-302T03:45:28.696","1/89091929:36949",404667995.878453,158,89091929,48431,55760,89091930,34130,1423,54259,76,149,66,13,2,2,1,10,"True","True","False","True","True","True",2,2,1,10810
"2012-302T03:45:39.506","1/89091940:27449",404668006.688452,158,89091940,35979,55761,89091941,34130,1892,54259,87,132,76,149,2,2,1,10,"True","True","False","True","True","True",2,2,1,10948
"2012-302T03:45:50.454","1/89091951:24849",404668017.63645,158,89091951,32571,55762,89091952,34130,2362,54259,98,115,87,132,2,2,1,10,"True","True","False","True","True","True",2,2,1,10891
"2012-302T03:46:01.345","1/89091962:19399",404668028.527448,158,89091962,25427,55763,89091963,34130,2831,54259,109,96,98,115,2,2,1,10,"True","True","False","True","True","True",2,2,1,10851
"2012-302T03:46:12.196","1/89091973:11949",404668039.378446,158,89091973,15663,55764,89091974,34130,3300,54259,120,78,109,96,2,2,1,10,"True","True","False","True","True","True",2,2,1,10900
"2012-302T03:46:23.096","1/89091984:6949",404668050.278445,158,89091984,9109,55765,89091985,34130,3770,54259,131,61,120,78,2,2,1,10,"True","True","False","True","True","True",2,2,1,10905
"2012-302T03:46:34.001","1/89091995:2199",404668061.183443,158,89091995,2883,55766,89091996,34130,4239,54259,142,42,131,61,2,2,1,10,"True","True","False","True","True","True",2,2,1,10851
"2012-302T03:46:44.853","1/89092005:44799",404668072.035441,158,89092005,58720,55767,89092006,34130,64244,54259,153,25,142,42,2,2,1,10,"True","True","False","True","True","True",2,2,1,10918
"2012-302T03:46:55.771","1/89092016:40699",404668082.95344,158,89092016,53346,55768,89092017,34130,64713,54259,164,8,153,25,2,2,1,10,"True","True","False","True","True","True",2,2,1,10892
"2012-302T03:47:06.663","1/89092027:35299",404668093.845438,158,89092027,46268,55769,89092028,34130,65182,54259,174,144,164,8,2,2,1,10,"True","True","False","True","True","True",2,2,1,10813
"2012-302T03:47:17.476","1/89092038:25949",404668104.658436,158,89092038,34013,55770,89092039,34130,116,54259,185,127,174,144,2,2,1,10,"True","True","False","True","True","True",2,2,1,10945
"2012-302T03:47:28.422","1/89092049:23249",404668115.604434,158,89092049,30474,55771,89092050,34130,585,54259,196,110,185,127,2,2,1,10,"True","True","False","True","True","True",2,2,1,10891
"2012-302T03:47:39.313","1/89092060:17799",404668126.495433,158,89092060,23330,55772,89092061,34130,1054,54259,207,91,196,110,2,2,1,10,"True","True","False","True","True","True",2,2,1,10850
"2012-302T03:47:50.163","1/89092071:10299",404668137.345431,158,89092071,13500,55773,89092072,34130,1524,54259,218,74,207,91,2,2,1,10,"True","True","False","True","True","True",2,2,1,10921
"2012-302T03:48:01.084","1/89092082:6349",404668148.266429,158,89092082,8323,55774,89092083,34130,1993,54259,229,57,218,74,2,2,1,10,"True","True","False","True","True","True",2,2,1,10891
"2012-302T03:48:11.976","1/89092093:949",404668159.158428,158,89092093,1245,55775,89092094,34130,2462,54259,240,37,229,57,2,2,1,10,"True","True","False","True","True","True",2,2,1,10830
"2012-302T03:48:22.807","1/89092103:42499",404668169.989426,158,89092103,55705,55776,89092104,34130,62467,54259,251,20,240,37,2,2,1,10,"True","True","False","True","True","True",2,2,1,10931
"2012-302T03:48:33.739","1/89092114:39099",404668180.921424,158,89092114,51249,55777,89092115,34130,62937,54259,6,3,251,20,2,2,1,10,"True","True","False","True","True","True",2,2,1,10892
"2012-302T03:48:44.632","1/89092125:33749",404668191.814423,158,89092125,44236,55778,89092126,34130,63406,54259,16,140,6,3,2,2,1,10,"True","True","False","True","True","True",2,2,1,10830
"2012-302T03:48:55.463","1/89092136:25299",404668202.645421,158,89092136,33161,55779,89092137,34130,63875,54259,27,122,16,140,2,2,1,10,"True","True","False","True","True","True",2,2,1,10912
"2012-302T03:49:06.375","1/89092147:20899",404668213.557419,158,89092147,27394,55780,89092148,34130,64345,54259,38,105,27,122,2,2,1,10,"True","True","False","True","True","True",2,2,1,10907
"2012-302T03:49:17.282","1/89092158:16249",404668224.464417,158,89092158,21299,55781,89092159,34130,64814,54259,49,86,38,105,2,2,1,10,"True","True","False","True","True","True",2,2,1,10850
"2012-302T03:49:28.132","1/89092169:8749",404668235.314416,158,89092169,11468,55782,89092170,34130,65283,54259,60,69,49,86,2,2,1,10,"True","True","False","True","True","True",2,2,1,10920
"2012-302T03:49:39.052","1/89092180:4749",404668246.234414,158,89092180,6225,55783,89092181,34130,217,54259,71,52,60,69,2,2,1,10,"True","True","False","True","True","True",2,2,1,10891
"2012-302T03:49:49.944","1/89092190:49349",404668257.126412,158,89092190,64684,55784,89092191,34130,56399,54259,82,32,71,52,2,2,1,10,"True","True","False","True","True","True",2,2,1,10831
"2012-302T03:50:00.775","1/89092201:40899",404668267.957411,158,89092201,53608,55785,89092202,34108,57090,54259,93,15,82,32,2,2,1,10,"True","True","False","True","True","True",2,2,1,10933
"2012-302T03:50:11.708","1/89092212:37549",404668278.890409,158,89092212,49217,55786,89092213,34051,57822,54259,103,154,93,15,2,2,1,10,"True","True","False","True","True","True",2,2,1,10873
"2012-302T03:50:22.581","1/89092223:31199",404668289.763407,158,89092223,40894,55787,89092224,34022,58524,54259,114,135,103,154,2,2,1,10,"True","True","False","True","True","True",2,2,1,10862
"2012-302T03:50:33.444","1/89092234:24349",404668300.626405,158,89092234,31916,55788,89092235,34019,59200,54259,125,118,114,135,2,2,1,10,"True","True","False","True","True","True",2,2,1,10920
"2012-302T03:50:44.364","1/89092245:20349",404668311.546404,158,89092245,26673,55789,89092246,34023,59867,54259,136,100,125,118,2,2,1,10,"True","True","False","True","True","True",2,2,1,10872
"2012-302T03:50:55.237","1/89092256:13999",404668322.419402,158,89092256,18350,55790,89092257,34026,60533,54259,147,83,136,100,2,2,1,10,"True","True","False","True","True","True",2,2,1,10904
"2012-302T03:51:06.141","1/89092267:9199",404668333.3234,158,89092267,12058,55791,89092268,34027,61198,54259,158,64,147,83,2,2,1,10,"True","True","False","True","True","True",2,2,1,10850
"2012-302T03:51:16.991","1/89092278:1699",404668344.173399,158,89092278,2228,55792,89092279,34028,61864,54259,169,47,158,64,2,2,1,10,"True","True","False","True","True","True",2,2,1,10921
"2012-302T03:51:27.912","1/89092288:47749",404668355.094397,158,89092288,62586,55793,89092289,34029,56510,54259,180,30,169,47,2,2,1,10,"True","True","False","True","True","True",2,2,1,10891
"2012-302T03:51:38.803","1/89092299:42299",404668365.985395,158,89092299,55443,55794,89092300,34029,57173,54259,191,13,180,30,2,2,1,10,"True","True","True","True","True","True",2,2,1,12430
"2012-302T03:51:51.234","1/89092312:13849",404668378.416393,158,89092312,18153,55795,89092313,34031,4258,44972,212,135,201,152,2,2,1,10,"True","True","True","True","True","True",2,2,1,10906
"2012-302T03:52:02.140","1/89092323:9149",404668389.322392,158,89092323,11993,55796,89092324,34031,4918,44886,223,118,212,135,2,2,1,10,"True","True","True","True","True","True",2,2,1,10889
"2012-302T03:52:13.029","1/89092334:3599",404668400.21139,158,89092334,4718,55797,89092335,34032,5576,44865,234,100,223,118,2,2,1,10,"True","True","True","True","True","True",2,2,1,10891
"2012-302T03:52:23.921","1/89092344:48199",404668411.103388,158,89092344,63176,55798,89092345,34032,288,44863,245,83,234,100,2,2,1,10,"True","True","True","True","True","True",2,2,1,10877
"2012-302T03:52:34.798","1/89092355:42049",404668421.980386,158,89092355,55115,55799,89092356,34034,941,44953,0,66,245,83,2,2,1,10,"True","True","True","True","True","True",2,2,1,10892
"2012-302T03:52:45.690","1/89092366:36649",404668432.872385,158,89092366,48037,55800,89092367,34035,1593,44952,11,49,0,66,2,2,1,10,"True","True","True","True","True","True",2,2,1,10893
"2012-302T03:52:56.583","1/89092377:31299",404668443.765383,158,89092377,41025,55801,89092378,34036,2241,44945,22,32,11,49,2,2,1,10,"True","True","True","True","True","True",2,2,1,10893
"2012-302T03:53:07.476","1/89092388:25949",404668454.658381,158,89092388,34013,55802,89092389,34037,2885,44938,33,15,22,32,2,2,1,10,"True","True","True","True","True","True",2,2,1,10892
"2012-302T03:53:18.368","1/89092399:20549",404668465.55038,158,89092399,26935,55803,89092400,34039,3527,45014,44,0,33,15,2,2,1,10,"True","True","True","True","True","True",2,2,1,10895
"2012-302T03:53:29.263","1/89092410:15299",404668476.445378,158,89092410,20054,55804,89092411,34040,4166,44995,54,140,44,0,2,2,1,10,"True","True","True","True","True","True",2,2,1,10894
"2012-302T03:53:40.157","1/89092421:9999",404668487.339376,158,89092421,13107,55805,89092422,34042,4724,44944,65,122,54,140,2,2,1,10,"True","True","True","True","True","True",2,2,1,10908
"2012-302T03:53:51.065","1/89092432:5399",404668498.247374,158,89092432,7077,55806,89092433,34044,5355,44847,76,105,65,122,2,2,1,10,"True","True","True","True","True","True",2,2,1,10895
"2012-302T03:54:01.960","1/89092443:149",404668509.142373,158,89092443,196,55807,89092443,34045,45,44828,87,88,76,105,2,2,1,10,"True","True","True","True","True","True",2,2,1,10883
"2012-302T03:54:12.844","1/89092453:44349",404668520.026371,158,89092453,58130,55808,89092454,34047,671,44991,98,74,87,88,2,2,1,10,"True","True","True","True","True","True",2,2,1,10896
"2012-302T03:54:23.740","1/89092464:39149",404668530.922369,158,89092464,51314,55809,89092465,34048,1292,44965,109,57,98,74,2,2,1,10,"True","True","True","True","True","True",2,2,1,10897
"2012-302T03:54:34.637","1/89092475:33999",404668541.819368,158,89092475,44564,55810,89092476,34050,1911,44897,120,39,109,57,2,2,1,10,"True","True","True","True","True","True",2,2,1,10897
"2012-302T03:54:45.534","1/89092486:28849",404668552.716366,158,89092486,37814,55811,89092487,34052,2528,44981,131,25,120,39,2,2,1,10,"True","True","True","True","True","True",2,2,1,10898
"2012-302T03:54:56.433","1/89092497:23799",404668563.615364,158,89092497,31195,55812,89092498,34053,3142,44938,142,8,131,25,2,2,1,10,"True","True","True","True","True","True",2,2,1,10897
"2012-302T03:55:07.331","1/89092508:18699",404668574.513362,158,89092508,24510,55813,89092509,34054,3753,44939,152,149,142,8,2,2,1,10,"True","True","True","True","True","True",2,2,1,10898
"2012-302T03:55:18.229","1/89092519:13599",404668585.411361,158,89092519,17825,55814,89092520,34056,4289,44902,163,132,152,149,2,2,1,10,"True","True","True","True","True","True",2,2,1,10911
"2012-302T03:55:29.141","1/89092530:9199",404668596.323359,158,89092530,12058,55815,89092531,34057,4898,44781,174,115,163,132,2,2,1,10,"True","True","True","True","True","True",2,2,1,10899
"2012-302T03:55:40.040","1/89092541:4149",404668607.222357,158,89092541,5439,55816,89092542,34058,5505,44853,185,101,174,115,2,2,1,10,"True","True","True","True","True","True",2,2,1,10900
"2012-302T03:55:50.940","1/89092551:49149",404668618.122356,158,89092551,64421,55817,89092552,34058,173,44765,196,83,185,101,2,2,1,10,"True","True","True","True","True","True",2,2,1,10886
"2012-302T03:56:01.826","1/89092562:43449",404668629.008354,158,89092562,56950,55818,89092563,34059,780,44915,207,69,196,83,2,2,1,10,"True","True","True","True","True","True",2,2,1,10899
"2012-302T03:56:12.726","1/89092573:38449",404668639.908352,158,89092573,50397,55819,89092574,34059,1386,44865,218,52,207,69,2,2,1,10,"True","True","True","True","True","True",2,2,1,10899
"2012-302T03:56:23.625","1/89092584:33399",404668650.807351,158,89092584,43778,55820,89092585,34060,1989,44898,229,37,218,52,2,2,1,10,"True","True","True","True","True","True",2,2,1,10900
"2012-302T03:56:34.525","1/89092595:28399",404668661.707349,158,89092595,37224,55821,89092596,34060,2593,44925,240,22,229,37,2,2,1,10,"True","True","True","True","True","True",2,2,1,10899
"2012-302T03:56:45.424","1/89092606:23349",404668672.606347,158,89092606,30605,55822,89092607,34060,3197,44881,251,5,240,22,2,2,1,10,"True","True","True","True","True","True",2,2,1,10899
"2012-302T03:56:56.323","1/89092617:18299",404668683.505345,158,89092617,23986,55823,89092618,34061,3799,44915,5,147,251,5,2,2,1,10,"True","True","True","True","True","True",2,2,1,10902
"2012-302T03:57:07.225","1/89092628:13399",404668694.407344,158,89092628,17563,55824,89092629,34062,4324,44930,16,132,5,147,2,2,1,10,"True","True","True","True","True","True",2,2,1,10912
"2012-302T03:57:18.137","1/89092639:8999",404668705.319342,158,89092639,11796,55825,89092640,34062,4924,44808,27,115,16,132,2,2,1,10,"True","True","True","True","True","True",2,2,1,10901
"2012-302T03:57:29.038","1/89092650:4049",404668716.22034,158,89092650,5308,55826,89092651,34063,5521,44868,38,101,27,115,2,2,1,10,"True","True","True","True","True","True",2,2,1,10900
"2012-302T03:57:39.938","1/89092660:49049",404668727.120339,158,89092660,64290,55827,89092661,34063,179,44895,49,86,38,101,2,2,1,10,"True","True","True","True","True","True",2,2,1,10889
"2012-302T03:57:50.827","1/89092671:43499",404668738.009337,158,89092671,57016,55828,89092672,34064,772,44912,60,69,49,86,2,2,1,10,"True","True","True","True","True","True",2,2,1,10901
"2012-302T03:58:01.729","1/89092682:38599",404668748.911335,158,89092682,50593,55829,89092683,34065,1363,44927,71,54,60,69,2,2,1,10,"True","True","True","True","True","True",2,2,1,10900
"2012-302T03:58:12.629","1/89092693:33599",404668759.811333,158,89092693,44040,55830,89092694,34066,1952,44993,82,40,71,54,2,2,1,10,"True","True","True","True","True","True",2,2,1,10904
"2012-302T03:58:23.534","1/89092704:28849",404668770.716332,158,89092704,37814,55831,89092705,34068,2537,44991,93,25,82,40,2,2,1,10,"True","True","True","True","True","True",2,2,1,10902
"2012-302T03:58:34.436","1/89092715:23949",404668781.61833,158,89092715,31391,55832,89092716,34069,3119,44929,104,8,93,25,2,2,1,10,"True","True","True","True","True","True",2,2,1,10903
"2012-302T03:58:45.339","1/89092726:19099",404668792.521328,158,89092726,25034,55833,89092727,34071,3700,44901,114,149,104,8,2,2,1,10,"True","True","True","True","True","True",2,2,1,10904
"2012-302T03:58:56.244","1/89092737:14349",404668803.426327,158,89092737,18808,55834,89092738,34073,4200,44937,125,135,114,149,2,2,1,10,"True","True","True","True","True","True",2,2,1,10917
"2012-302T03:59:07.161","1/89092748:10199",404668814.343325,158,89092748,13369,55835,89092749,34074,4775,44863,136,120,125,135,2,2,1,10,"True","True","True","True","True","True",2,2,1,10905
"2012-302T03:59:18.066","1/89092759:5449",404668825.248323,158,89092759,7143,55836,89092760,34075,5348,44860,147,105,136,120,2,2,1,10,"True","True","True","True","True","True",2,2,1,10905
"2012-302T03:59:28.971","1/89092770:699",404668836.153321,158,89092770,917,55837,89092770,34076,65519,44896,158,91,147,105,2,2,1,10,"True","True","True","True","True","True",2,2,1,10892
"2012-302T03:59:39.863","1/89092780:45299",404668847.04532,158,89092780,59375,55838,89092781,34077,550,44971,169,76,158,91,2,2,1,10,"True","True","True","True","True","True",2,2,1,10906
"2012-302T03:59:50.770","1/89092791:40649",404668857.952318,158,89092791,53280,55839,89092792,34079,1116,44995,180,62,169,76,2,2,1,10,"True","True","True","True","True","True",2,2,1,10906
"2012-302T04:00:01.676","1/89092802:35949",404668868.858316,158,89092802,47120,55840,89092803,34079,1681,44871,191,44,180,62,2,2,1,10,"True","True","True","True","True","True",2,2,1,10906
"2012-302T04:00:12.582","1/89092813:31250",404668879.764335,158,89092813,40960,55841,89092814,34080,2245,44901,202,30,191,44,2,2,1,10,"True","True","True","True","True","True",2,2,1,10905
"2012-302T04:00:23.488","1/89092824:26549",404668890.670313,158,89092824,34799,55842,89092825,34081,2806,44892,213,15,202,30,2,2,1,10,"True","True","True","True","True","True",2,2,1,10907
"2012-302T04:00:34.395","1/89092835:21899",404668901.577311,158,89092835,28704,55843,89092836,34082,3369,44878,224,0,213,15,2,2,1,10,"True","True","True","True","True","True",2,2,1,10907
"2012-302T04:00:45.302","1/89092846:17249",404668912.484309,158,89092846,22609,55844,89092847,34082,3931,44862,234,142,224,0,2,2,1,10,"True","True","True","True","True","True",2,2,1,10906
"2012-302T04:00:56.209","1/89092857:12599",404668923.391308,158,89092857,16515,55845,89092858,34082,4418,44847,245,127,234,142,2,2,1,10,"True","True","True","True","True","True",2,2,1,10917
"2012-302T04:01:07.126","1/89092868:8449",404668934.308306,158,89092868,11075,55846,89092869,34083,4980,44810,0,113,245,127,2,2,1,10,"True","True","True","True","True","True",2,2,1,10909
"2012-302T04:01:18.035","1/89092879:3899",404668945.217304,158,89092879,5111,55847,89092880,34082,5542,44783,11,98,0,113,2,2,1,10,"True","True","True","True","True","True",2,2,1,10906
"2012-302T04:01:28.941","1/89092889:49199",404668956.123303,158,89092889,64487,55848,89092890,34082,168,44888,22,86,11,98,2,2,1,10,"True","True","True","True","True","True",2,2,1,10893
"2012-302T04:01:39.835","1/89092900:43899",404668967.017301,158,89092900,57540,55849,89092901,34083,727,44952,33,71,22,86,2,2,1,10,"True","True","True","True","True","True",2,2,1,10906
"2012-302T04:01:50.741","1/89092911:39199",404668977.923299,158,89092911,51380,55850,89092912,34083,1287,44981,44,57,33,71,2,2,1,10,"True","True","True","True","True","True",2,2,1,10908
"2012-302T04:02:01.649","1/89092922:34599",404668988.831297,158,89092922,45350,55851,89092923,34083,1848,44959,55,42,44,57,2,2,1,10,"True","True","True","True","True","True",2,2,1,10906
"2012-302T04:02:12.556","1/89092933:29949",404668999.738296,158,89092933,39256,55852,89092934,34083,2407,44944,66,27,55,42,2,2,1,10,"True","True","True","True","True","True",2,2,1,10905
"2012-302T04:02:23.461","1/89092944:25199",404669010.643294,158,89092944,33030,55853,89092945,34084,2963,44980,77,13,66,27,2,2,1,10,"True","True","True","True","True","True",2,2,1,10909
"2012-302T04:02:34.370","1/89092955:20649",404669021.552292,158,89092955,27066,55854,89092956,34084,3520,44914,87,154,77,13,2,2,1,10,"True","True","True","True","True","True",2,2,1,10908
"2012-302T04:02:45.279","1/89092966:16099",404669032.46129,158,89092966,21102,55855,89092967,34085,4075,44926,98,140,87,154,2,2,1,10,"True","True","True","True","True","True",2,2,1,10906
"2012-302T04:02:56.185","1/89092977:11399",404669043.367289,158,89092977,14942,55856,89092978,34086,4551,44994,109,127,98,140,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-302T04:03:07.106","1/89092988:7449",404669054.288287,158,89092988,9764,55857,89092989,34087,5102,44933,120,113,109,127,2,2,1,10,"True","True","True","True","True","True",2,2,1,10909
"2012-302T04:03:18.015","1/89092999:2899",404669065.197285,158,89092999,3801,55858,89093000,34088,5651,44906,131,98,120,113,2,2,1,10,"True","True","True","True","True","True",2,2,1,10909
"2012-302T04:03:28.925","1/89093009:48399",404669076.107284,158,89093009,63438,55859,89093010,34088,263,44911,142,84,131,98,2,2,1,10,"True","True","True","True","True","True",2,2,1,10895
"2012-302T04:03:39.820","1/89093020:43149",404669087.002282,158,89093020,56557,55860,89093021,34090,806,44969,153,69,142,84,2,2,1,10,"True","True","True","True","True","True",2,2,1,10911
"2012-302T04:03:50.731","1/89093031:38699",404669097.91328,158,89093031,50724,55861,89093032,34091,1347,45045,164,57,153,69,2,2,1,10,"True","True","True","True","True","True",2,2,1,10911
"2012-302T04:04:01.642","1/89093042:34249",404669108.824279,158,89093042,44892,55862,89093043,34092,1888,45007,175,42,164,57,2,2,1,10,"True","True","True","True","True","True",2,2,1,10909
"2012-302T04:04:12.551","1/89093053:29699",404669119.733277,158,89093053,38928,55863,89093054,34093,2425,44980,186,27,175,42,2,2,1,10,"True","True","True","True","True","True",2,2,1,10912
"2012-302T04:04:23.463","1/89093064:25299",404669130.645275,158,89093064,33161,55864,89093065,34094,2959,44974,197,13,186,27,2,2,1,10,"True","True","True","True","True","True",2,2,1,10910
"2012-302T04:04:34.373","1/89093075:20799",404669141.555273,158,89093075,27262,55865,89093076,34095,3494,45056,208,1,197,13,2,2,1,10,"True","True","True","True","True","True",2,2,1,10912
"2012-302T04:04:45.285","1/89093086:16399",404669152.467272,158,89093086,21495,55866,89093087,34096,4027,44973,218,142,208,1,2,2,1,10,"True","True","True","True","True","True",2,2,1,10911
"2012-302T04:04:56.197","1/89093097:11999",404669163.37927,158,89093097,15728,55867,89093098,34097,4484,44928,229,127,218,142,2,2,1,10,"True","True","True","True","True","True",2,2,1,10923
"2012-302T04:05:07.121","1/89093108:8199",404669174.303268,158,89093108,10747,55868,89093109,34098,5017,44926,240,115,229,127,2,2,1,10,"True","True","True","True","True","True",2,2,1,10910
"2012-302T04:05:18.031","1/89093119:3699",404669185.213267,158,89093119,4849,55869,89093120,34098,5549,44931,251,101,240,115,2,2,1,10,"True","True","True","True","True","True",2,2,1,10913
"2012-302T04:05:28.944","1/89093129:49349",404669196.126265,158,89093129,64684,55870,89093130,34098,147,44880,6,86,251,101,2,2,1,10,"True","True","True","True","True","True",2,2,1,10899
"2012-302T04:05:39.844","1/89093140:44349",404669207.026263,158,89093140,58130,55871,89093141,34098,677,45021,17,74,6,86,2,2,1,10,"True","True","True","True","True","True",2,2,1,10911
"2012-302T04:05:50.755","1/89093151:39899",404669217.937261,158,89093151,52297,55872,89093152,34098,1209,44982,28,59,17,74,2,2,1,10,"True","True","True","True","True","True",2,2,1,10910
"2012-302T04:06:01.666","1/89093162:35449",404669228.84826,158,89093162,46465,55873,89093163,34098,1742,44943,39,44,28,59,2,2,1,10,"True","True","True","True","True","True",2,2,1,10912
"2012-302T04:06:12.578","1/89093173:31049",404669239.760258,158,89093173,40697,55874,89093174,34098,2274,45012,50,32,39,44,2,2,1,10,"True","True","True","True","True","True",2,2,1,10911
"2012-302T04:06:23.490","1/89093184:26649",404669250.672256,158,89093184,34930,55875,89093185,34098,2806,45005,61,18,50,32,2,2,1,10,"True","True","True","True","True","True",2,2,1,10910
"2012-302T04:06:34.401","1/89093195:22199",404669261.583255,158,89093195,29097,55876,89093196,34098,3339,44966,72,3,61,18,2,2,1,10,"True","True","True","True","True","True",2,2,1,10909
"2012-302T04:06:45.310","1/89093206:17649",404669272.492253,158,89093206,23134,55877,89093207,34097,3872,45014,82,147,72,3,2,2,1,10,"True","True","True","True","True","True",2,2,1,10913
"2012-302T04:06:56.223","1/89093217:13299",404669283.405251,158,89093217,17432,55878,89093218,34098,4331,44964,93,132,82,147,2,2,1,10,"True","True","True","True","True","True",2,2,1,10924
"2012-302T04:07:07.147","1/89093228:9499",404669294.329249,158,89093228,12451,55879,89093229,34098,4863,44961,104,120,93,132,2,2,1,10,"True","True","True","True","True","True",2,2,1,10911
"2012-302T04:07:18.058","1/89093239:5049",404669305.240248,158,89093239,6619,55880,89093240,34098,5394,44960,115,106,104,120,2,2,1,10,"True","True","True","True","True","True",2,2,1,10911
"2012-302T04:07:28.970","1/89093250:649",404669316.152246,158,89093250,851,55881,89093250,34098,65527,44991,126,93,115,106,2,2,1,10,"True","True","True","True","True","True",2,2,1,10899
"2012-302T04:07:39.869","1/89093260:45599",404669327.051244,158,89093260,59768,55882,89093261,34098,519,45062,137,79,126,93,2,2,1,10,"True","True","True","True","True","True",2,2,1,10912
"2012-302T04:07:50.781","1/89093271:41199",404669337.963243,158,89093271,54001,55883,89093272,34099,1047,45018,148,64,137,79,2,2,1,10,"True","True","True","True","True","True",2,2,1,10912
"2012-302T04:08:01.693","1/89093282:36799",404669348.875241,158,89093282,48234,55884,89093283,34100,1573,45088,159,52,148,64,2,2,1,10,"True","True","True","True","True","True",2,2,1,10914
"2012-302T04:08:12.607","1/89093293:32499",404669359.789239,158,89093293,42598,55885,89093294,34100,2096,45030,170,37,159,52,2,2,1,10,"True","True","True","True","True","True",2,2,1,10912
"2012-302T04:08:23.519","1/89093304:28099",404669370.701237,158,89093304,36831,55886,89093305,34102,2617,45101,181,25,170,37,2,2,1,10,"True","True","True","True","True","True",2,2,1,10914
"2012-302T04:08:34.434","1/89093315:23849",404669381.616236,158,89093315,31260,55887,89093316,34102,3138,45038,192,10,181,25,2,2,1,10,"True","True","True","True","True","True",2,2,1,10912
"2012-302T04:08:45.346","1/89093326:19449",404669392.528234,158,89093326,25493,55888,89093327,34103,3656,45070,202,154,192,10,2,2,1,10,"True","True","True","True","True","True",2,2,1,10914
"2012-302T04:08:56.260","1/89093337:15149",404669403.442232,158,89093337,19857,55889,89093338,34105,4097,45052,213,140,202,154,2,2,1,10,"True","True","True","True","True","True",2,2,1,10928
"2012-302T04:09:07.188","1/89093348:11549",404669414.370231,158,89093348,15138,55890,89093349,34106,4613,44988,224,127,213,140,2,2,1,10,"True","True","True","True","True","True",2,2,1,10915
"2012-302T04:09:18.103","1/89093359:7299",404669425.285229,158,89093359,9568,55891,89093360,34106,5127,44962,235,113,224,127,2,2,1,10,"True","True","True","True","True","True",2,2,1,10912
"2012-302T04:09:29.016","1/89093370:2949",404669436.198227,158,89093370,3866,55892,89093371,34107,5639,45027,246,101,235,113,2,2,1,10,"True","True","True","True","True","True",2,2,1,10915
"2012-302T04:09:39.932","1/89093380:48749",404669447.114225,158,89093380,63897,55893,89093381,34107,219,44957,1,86,246,101,2,2,1,10,"True","True","True","True","True","True",2,2,1,10902
"2012-302T04:09:50.834","1/89093391:43849",404669458.016224,158,89093391,57475,55894,89093392,34108,731,45087,12,74,1,86,2,2,1,10,"True","True","True","True","True","True",2,2,1,10915
"2012-302T04:10:01.749","1/89093402:39599",404669468.931222,158,89093402,51904,55895,89093403,34108,1243,45024,23,59,12,74,2,2,1,10,"True","True","True","True","True","True",2,2,1,10914
"2012-302T04:10:12.663","1/89093413:35299",404669479.84522,158,89093413,46268,55896,89093414,34108,1754,45082,34,47,23,59,2,2,1,10,"True","True","True","True","True","True",2,2,1,10916
"2012-302T04:10:23.579","1/89093424:31099",404669490.761219,158,89093424,40763,55897,89093425,34108,2265,45127,45,35,34,47,2,2,1,10,"True","True","True","True","True","True",2,2,1,10915
"2012-302T04:10:34.494","1/89093435:26849",404669501.676217,158,89093435,35192,55898,89093436,34108,2778,45064,56,20,45,35,2,2,1,10,"True","True","True","True","True","True",2,2,1,10915
"2012-302T04:10:45.409","1/89093446:22599",404669512.591215,158,89093446,29622,55899,89093447,34108,3291,45115,67,8,56,20,2,2,1,10,"True","True","True","True","True","True",2,2,1,10912
"2012-302T04:10:56.322","1/89093457:18249",404669523.504213,158,89093457,23920,55900,89093458,34108,3804,45026,77,149,67,8,2,2,1,10,"True","True","True","True","True","True",2,2,1,10915
