"UTC","SCLOCK_Full","ET","OrbitNumber","Seconds","Subseconds","Spin","SpinTime","SpinPeriod","SpinPhase","MagPhase","Mag0Second1","Mag0Subsecond1","Mag0Second2","Mag0Subsecond2","IntegrationSectors","IntegrationMultiplier1","IntegrationMultiplier2","IntegrationSpins","MagPhaseValid","MagDataValid","SpinDataValid","ElectronPixel","IonEnergyPixel","IonSpeciesPixel","Subsector1","Subsector2","Subsector3","SpinDuration"
"2012-302T00:04:04.675","1/89078645:35799",404654711.85754,157,89078645,46923,54543,89078646,34120,1700,55779,105,27,94,40,2,2,1,10,"True","True","True","True","True","True",2,2,1,10918
"2012-302T00:04:15.594","1/89078656:31749",404654722.776538,157,89078656,41615,54544,89078657,34120,2186,55806,116,15,105,27,2,2,1,10,"True","True","True","True","True","True",2,2,1,10917
"2012-302T00:04:26.511","1/89078667:27599",404654733.693536,157,89078667,36175,54545,89078668,34121,2671,55733,127,0,116,15,2,2,1,10,"True","True","True","True","True","True",2,2,1,10922
"2012-302T00:04:37.433","1/89078678:23699",404654744.615534,157,89078678,31064,54546,89078679,34122,3155,55745,137,145,127,0,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-302T00:04:48.352","1/89078689:19649",404654755.534533,157,89078689,25755,54547,89078690,34122,3638,55734,148,132,137,145,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-302T00:04:59.271","1/89078700:15599",404654766.453531,157,89078700,20447,54548,89078701,34123,4120,55764,159,120,148,132,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-302T00:05:10.191","1/89078711:11599",404654777.373529,157,89078711,15204,54549,89078712,34124,4527,55787,170,108,159,120,2,2,1,10,"True","True","True","True","True","True",2,2,1,10933
"2012-302T00:05:21.124","1/89078722:8249",404654788.306528,157,89078722,10813,54550,89078723,34124,5008,55731,181,96,170,108,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-302T00:05:32.044","1/89078733:4249",404654799.226526,157,89078733,5570,54551,89078734,34124,5488,55714,192,83,181,96,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-302T00:05:42.963","1/89078744:199",404654810.145524,157,89078744,262,54552,89078744,34124,39,55665,203,69,192,83,2,2,1,10,"True","True","True","True","True","True",2,2,1,10909
"2012-302T00:05:53.872","1/89078754:45649",404654821.054522,157,89078754,59834,54553,89078755,34124,520,55752,214,57,203,69,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-302T00:06:04.792","1/89078765:41649",404654831.974521,157,89078765,54591,54554,89078766,34124,1002,55735,225,44,214,57,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-302T00:06:15.711","1/89078776:37599",404654842.893519,157,89078776,49283,54555,89078777,34124,1484,55763,236,32,225,44,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-302T00:06:26.630","1/89078787:33549",404654853.812517,157,89078787,43974,54556,89078788,34124,1966,55790,247,20,236,32,2,2,1,10,"True","True","True","True","True","True",2,2,1,10921
"2012-302T00:06:37.551","1/89078798:29599",404654864.733516,157,89078798,38797,54557,89078799,34123,2451,55689,2,5,247,20,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-302T00:06:48.470","1/89078809:25549",404654875.652514,157,89078809,33488,54558,89078810,34122,2938,55676,12,149,2,5,2,2,1,10,"True","True","True","True","True","True",2,2,1,10918
"2012-302T00:06:59.388","1/89078820:21449",404654886.570512,157,89078820,28114,54559,89078821,34122,3425,55709,23,137,12,149,2,2,1,10,"True","True","True","True","True","True",2,2,1,10918
"2012-302T00:07:10.306","1/89078831:17349",404654897.48851,157,89078831,22740,54560,89078832,34121,3913,55740,34,125,23,137,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-302T00:07:21.226","1/89078842:13349",404654908.408509,157,89078842,17498,54561,89078843,34120,4332,55760,45,113,34,125,2,2,1,10,"True","True","True","True","True","True",2,2,1,10929
"2012-302T00:07:32.155","1/89078853:9799",404654919.337507,157,89078853,12845,54562,89078854,34120,4822,55727,56,101,45,113,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-302T00:07:43.074","1/89078864:5749",404654930.256505,157,89078864,7536,54563,89078865,34119,5313,55714,67,88,56,101,2,2,1,10,"True","True","True","True","True","True",2,2,1,10916
"2012-302T00:07:53.990","1/89078875:1549",404654941.172504,157,89078875,2031,54564,89078876,34119,5805,55683,78,74,67,88,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-302T00:08:04.910","1/89078885:47549",404654952.092502,157,89078885,62324,54565,89078886,34119,366,55704,89,62,78,74,2,2,1,10,"True","True","True","True","True","True",2,2,1,10905
"2012-302T00:08:15.816","1/89078896:42849",404654962.9985,157,89078896,56164,54566,89078897,34119,857,55771,100,49,89,62,2,2,1,10,"True","True","True","True","True","True",2,2,1,10917
"2012-302T00:08:26.734","1/89078907:38749",404654973.916498,157,89078907,50790,54567,89078908,34119,1347,55805,111,37,100,49,2,2,1,10,"True","True","True","True","True","True",2,2,1,10917
"2012-302T00:08:37.651","1/89078918:34599",404654984.833497,157,89078918,45350,54568,89078919,34119,1837,55844,122,25,111,37,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-302T00:08:48.570","1/89078929:30549",404654995.752495,157,89078929,40042,54569,89078930,34119,2327,55757,133,10,122,25,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-302T00:08:59.489","1/89078940:26499",404655006.671493,157,89078940,34734,54570,89078941,34120,2814,55748,143,154,133,10,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-302T00:09:10.409","1/89078951:22499",404655017.591492,157,89078951,29491,54571,89078952,34120,3300,55770,154,142,143,154,2,2,1,10,"True","True","True","True","True","True",2,2,1,10916
"2012-302T00:09:21.326","1/89078962:18349",404655028.50849,157,89078962,24051,54572,89078963,34121,3786,55811,165,130,154,142,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-302T00:09:32.246","1/89078973:14349",404655039.428488,157,89078973,18808,54573,89078974,34122,4195,55835,176,118,165,130,2,2,1,10,"True","True","True","True","True","True",2,2,1,10932
"2012-302T00:09:43.178","1/89078984:10949",404655050.360486,157,89078984,14352,54574,89078985,34123,4678,55672,187,103,176,118,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-302T00:09:54.098","1/89078995:6949",404655061.280485,157,89078995,9109,54575,89078996,34123,5160,55693,198,91,187,103,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-302T00:10:05.018","1/89079006:2949",404655072.200483,157,89079006,3866,54576,89079007,34123,5641,55715,209,79,198,91,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-302T00:10:15.938","1/89079016:48949",404655083.120481,157,89079016,64159,54577,89079017,34124,192,55700,220,66,209,79,2,2,1,10,"True","True","True","True","True","True",2,2,1,10908
"2012-302T00:10:26.846","1/89079027:44349",404655094.02848,157,89079027,58130,54578,89079028,34124,672,55794,231,54,220,66,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-302T00:10:37.765","1/89079038:40299",404655104.947478,157,89079038,52822,54579,89079039,34124,1153,55821,242,42,231,54,2,2,1,10,"True","True","True","True","True","True",2,2,1,10921
"2012-302T00:10:48.686","1/89079049:36349",404655115.868476,157,89079049,47644,54580,89079050,34124,1634,55836,253,30,242,42,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-302T00:10:59.607","1/89079060:32399",404655126.789474,157,89079060,42467,54581,89079061,34124,2115,55852,8,18,253,30,2,2,1,10,"True","True","True","True","True","True",2,2,1,10918
"2012-302T00:11:10.525","1/89079071:28299",404655137.707473,157,89079071,37093,54582,89079072,34124,2597,55771,19,3,8,18,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-302T00:11:21.445","1/89079082:24299",404655148.627471,157,89079082,31850,54583,89079083,34124,3081,55754,29,147,19,3,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-302T00:11:32.365","1/89079093:20299",404655159.547469,157,89079093,26607,54584,89079094,34123,3566,55773,40,135,29,147,2,2,1,10,"True","True","True","True","True","True",2,2,1,10918
"2012-302T00:11:43.284","1/89079104:16249",404655170.466468,157,89079104,21299,54585,89079105,34122,4052,55798,51,123,40,135,2,2,1,10,"True","True","True","True","True","True",2,2,1,10918
"2012-302T00:11:54.203","1/89079115:12199",404655181.385466,157,89079115,15990,54586,89079116,34122,4469,55787,62,110,51,123,2,2,1,10,"True","True","True","True","True","True",2,2,1,10929
"2012-302T00:12:05.132","1/89079126:8649",404655192.314464,157,89079126,11337,54587,89079127,34121,4957,55676,73,96,62,110,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-302T00:12:16.051","1/89079137:4599",404655203.233462,157,89079137,6029,54588,89079138,34120,5446,55701,84,84,73,96,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-302T00:12:26.970","1/89079148:549",404655214.152461,157,89079148,720,54589,89079148,34120,6,55690,95,71,84,84,2,2,1,10,"True","True","True","True","True","True",2,2,1,10906
"2012-302T00:12:37.876","1/89079158:45849",404655225.058459,157,89079158,60096,54590,89079159,34120,498,55796,106,59,95,71,2,2,1,10,"True","True","True","True","True","True",2,2,1,10917
"2012-302T00:12:48.793","1/89079169:41699",404655235.975457,157,89079169,54657,54591,89079170,34119,990,55833,117,47,106,59,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-302T00:12:59.712","1/89079180:37649",404655246.894456,157,89079180,49348,54592,89079181,34119,1480,55860,128,35,117,47,2,2,1,10,"True","True","True","True","True","True",2,2,1,10918
"2012-302T00:13:10.630","1/89079191:33549",404655257.812454,157,89079191,43974,54593,89079192,34119,1972,55779,139,20,128,35,2,2,1,10,"True","True","True","True","True","True",2,2,1,10918
"2012-302T00:13:21.548","1/89079202:29449",404655268.730452,157,89079202,38600,54594,89079203,34119,2463,55813,150,8,139,20,2,2,1,10,"True","True","True","True","True","True",2,2,1,10917
"2012-302T00:13:32.465","1/89079213:25299",404655279.64745,157,89079213,33161,54595,89079214,34119,2952,55814,160,152,150,8,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-302T00:13:43.385","1/89079224:21299",404655290.567449,157,89079224,27918,54596,89079225,34119,3441,55835,171,140,160,152,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-302T00:13:54.304","1/89079235:17249",404655301.486447,157,89079235,22609,54597,89079236,34120,3928,55827,182,127,171,140,2,2,1,10,"True","True","True","True","True","True",2,2,1,10918
"2012-302T00:14:05.222","1/89079246:13149",404655312.404445,157,89079246,17235,54598,89079247,34121,4341,55862,193,115,182,127,2,2,1,10,"True","True","True","True","True","True",2,2,1,10932
"2012-302T00:14:16.154","1/89079257:9749",404655323.336444,157,89079257,12779,54599,89079258,34121,4825,55812,204,103,193,115,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-302T00:14:27.074","1/89079268:5749",404655334.256442,157,89079268,7536,54600,89079269,34122,5309,55721,215,88,204,103,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-302T00:14:37.993","1/89079279:1699",404655345.17544,157,89079279,2228,54601,89079280,34123,5791,55750,226,76,215,88,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-302T00:14:48.912","1/89079289:47649",404655356.094438,157,89079289,62455,54602,89079290,34123,345,55778,237,64,226,76,2,2,1,10,"True","True","True","True","True","True",2,2,1,10908
"2012-302T00:14:59.821","1/89079300:43099",404655367.003437,157,89079300,56492,54603,89079301,34123,825,55865,248,52,237,64,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-302T00:15:10.740","1/89079311:39049",404655377.922435,157,89079311,51183,54604,89079312,34124,1305,55895,3,40,248,52,2,2,1,10,"True","True","True","True","True","True",2,2,1,10921
"2012-302T00:15:21.661","1/89079322:35099",404655388.843433,157,89079322,46006,54605,89079323,34124,1786,55872,14,27,3,40,2,2,1,10,"True","True","True","True","True","True",2,2,1,10918
"2012-302T00:15:32.580","1/89079333:31049",404655399.762432,157,89079333,40697,54606,89079334,34124,2266,55823,25,13,14,27,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-302T00:15:43.501","1/89079344:27099",404655410.68343,157,89079344,35520,54607,89079345,34124,2746,55838,36,1,25,13,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-302T00:15:54.420","1/89079355:23049",404655421.602428,157,89079355,30212,54608,89079356,34124,3228,55827,46,145,36,1,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-302T00:16:05.340","1/89079366:19049",404655432.522426,157,89079366,24969,54609,89079367,34124,3711,55810,57,132,46,145,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-302T00:16:16.260","1/89079377:15049",404655443.442425,157,89079377,19726,54610,89079378,34123,4123,55830,68,120,57,132,2,2,1,10,"True","True","True","True","True","True",2,2,1,10930
"2012-302T00:16:27.191","1/89079388:11599",404655454.373423,157,89079388,15204,54611,89079389,34123,4608,55785,79,108,68,120,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-302T00:16:38.110","1/89079399:7549",404655465.292421,157,89079399,9895,54612,89079400,34122,5095,55696,90,93,79,108,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-302T00:16:49.029","1/89079410:3499",404655476.21142,157,89079410,4587,54613,89079411,34121,5582,55721,101,81,90,93,2,2,1,10,"True","True","True","True","True","True",2,2,1,10917
"2012-302T00:16:59.946","1/89079420:49349",404655487.128418,157,89079420,64684,54614,89079421,34121,140,55760,112,69,101,81,2,2,1,10,"True","True","True","True","True","True",2,2,1,10908
"2012-302T00:17:10.854","1/89079431:44749",404655498.036416,157,89079431,58654,54615,89079432,34121,630,55854,123,57,112,69,2,2,1,10,"True","True","True","True","True","True",2,2,1,10918
"2012-302T00:17:21.772","1/89079442:40649",404655508.954414,157,89079442,53280,54616,89079443,34120,1121,55885,134,45,123,57,2,2,1,10,"True","True","True","True","True","True",2,2,1,10918
"2012-302T00:17:32.690","1/89079453:36549",404655519.872413,157,89079453,47906,54617,89079454,34119,1612,55801,145,30,134,45,2,2,1,10,"True","True","True","True","True","True",2,2,1,10917
"2012-302T00:17:43.607","1/89079464:32399",404655530.789411,157,89079464,42467,54618,89079465,34119,2103,55841,156,18,145,30,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-302T00:17:54.527","1/89079475:28399",404655541.709409,157,89079475,37224,54619,89079476,34119,2595,55824,167,5,156,18,2,2,1,10,"True","True","True","True","True","True",2,2,1,10917
"2012-302T00:18:05.444","1/89079486:24249",404655552.626408,157,89079486,31784,54620,89079487,34119,3087,55825,177,149,167,5,2,2,1,10,"True","True","True","True","True","True",2,2,1,10918
"2012-302T00:18:16.362","1/89079497:20149",404655563.544406,157,89079497,26411,54621,89079498,34119,3576,55859,188,137,177,149,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-302T00:18:27.281","1/89079508:16099",404655574.463404,157,89079508,21102,54622,89079509,34119,4066,55886,199,125,188,137,2,2,1,10,"True","True","True","True","True","True",2,2,1,10918
"2012-302T00:18:38.199","1/89079519:11999",404655585.381402,157,89079519,15728,54623,89079520,34120,4481,55922,210,113,199,125,2,2,1,10,"True","True","True","True","True","True",2,2,1,10931
"2012-302T00:18:49.131","1/89079530:8599",404655596.313401,157,89079530,11272,54624,89079531,34120,4968,55756,221,98,210,113,2,2,1,10,"True","True","True","True","True","True",2,2,1,10916
"2012-302T00:19:00.048","1/89079541:4449",404655607.230399,157,89079541,5832,54625,89079542,34121,5453,55798,232,86,221,98,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-302T00:19:10.969","1/89079552:499",404655618.151397,157,89079552,655,54626,89079552,34121,10,55813,243,74,232,86,2,2,1,10,"True","True","True","True","True","True",2,2,1,10906
"2012-302T00:19:21.875","1/89079562:45799",404655629.057396,157,89079562,60030,54627,89079563,34122,493,55921,254,62,243,74,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-302T00:19:32.796","1/89079573:41849",404655639.978394,157,89079573,54853,54628,89079574,34122,975,55898,9,49,254,62,2,2,1,10,"True","True","True","True","True","True",2,2,1,10918
"2012-302T00:19:43.714","1/89079584:37749",404655650.896392,157,89079584,49479,54629,89079585,34123,1456,55934,20,37,9,49,2,2,1,10,"True","True","True","True","True","True",2,2,1,10921
"2012-302T00:19:54.636","1/89079595:33849",404655661.81839,157,89079595,44367,54630,89079596,34124,1937,55869,31,23,20,37,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-302T00:20:05.555","1/89079606:29799",404655672.737389,157,89079606,39059,54631,89079607,34124,2417,55858,42,10,31,23,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-302T00:20:16.475","1/89079617:25799",404655683.657387,157,89079617,33816,54632,89079618,34124,2897,55841,52,154,42,10,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-302T00:20:27.395","1/89079628:21799",404655694.577385,157,89079628,28573,54633,89079629,34124,3377,55863,63,142,52,154,2,2,1,10,"True","True","True","True","True","True",2,2,1,10921
"2012-302T00:20:38.316","1/89079639:17849",404655705.498384,157,89079639,23396,54634,89079640,34124,3859,55878,74,130,63,142,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-302T00:20:49.236","1/89079650:13849",404655716.418382,157,89079650,18153,54635,89079651,34124,4268,55900,85,118,74,130,2,2,1,10,"True","True","True","True","True","True",2,2,1,10931
"2012-302T00:21:00.167","1/89079661:10399",404655727.34938,157,89079661,13631,54636,89079662,34124,4751,55740,96,103,85,118,2,2,1,10,"True","True","True","True","True","True",2,2,1,10918
"2012-302T00:21:11.085","1/89079672:6299",404655738.267378,157,89079672,8257,54637,89079673,34123,5236,55771,107,91,96,103,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-302T00:21:22.006","1/89079683:2349",404655749.188377,157,89079683,3080,54638,89079684,34122,5721,55785,118,79,107,91,2,2,1,10,"True","True","True","True","True","True",2,2,1,10918
"2012-302T00:21:32.925","1/89079693:48299",404655760.107375,157,89079693,63307,54639,89079694,34122,277,55812,129,67,118,79,2,2,1,10,"True","True","True","True","True","True",2,2,1,10906
"2012-302T00:21:43.831","1/89079704:43599",404655771.013373,157,89079704,57147,54640,89079705,34122,764,55879,140,54,129,67,2,2,1,10,"True","True","True","True","True","True",2,2,1,10918
"2012-302T00:21:54.750","1/89079715:39549",404655781.932372,157,89079715,51838,54641,89079716,34121,1254,55904,151,42,140,54,2,2,1,10,"True","True","True","True","True","True",2,2,1,10918
"2012-302T00:22:05.668","1/89079726:35449",404655792.85037,157,89079726,46465,54642,89079727,34120,1744,55821,162,27,151,42,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-302T00:22:16.587","1/89079737:31399",404655803.769368,157,89079737,41156,54643,89079738,34120,2234,55848,173,15,162,27,2,2,1,10,"True","True","True","True","True","True",2,2,1,10917
"2012-302T00:22:27.504","1/89079748:27249",404655814.686366,157,89079748,35717,54644,89079749,34119,2726,55886,184,3,173,15,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-302T00:22:38.423","1/89079759:23199",404655825.605365,157,89079759,30408,54645,89079760,34119,3218,55875,194,147,184,3,2,2,1,10,"True","True","True","True","True","True",2,2,1,10917
"2012-302T00:22:49.340","1/89079770:19049",404655836.522363,157,89079770,24969,54646,89079771,34119,3709,55914,205,135,194,147,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-302T00:23:00.259","1/89079781:14999",404655847.441361,157,89079781,19660,54647,89079782,34119,4127,55942,216,123,205,135,2,2,1,10,"True","True","True","True","True","True",2,2,1,10929
"2012-302T00:23:11.189","1/89079792:11499",404655858.37136,157,89079792,15073,54648,89079793,34119,4617,55788,227,108,216,123,2,2,1,10,"True","True","True","True","True","True",2,2,1,10918
"2012-302T00:23:22.107","1/89079803:7399",404655869.289358,157,89079803,9699,54649,89079804,34119,5106,55822,238,96,227,108,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-302T00:23:33.026","1/89079814:3349",404655880.208356,157,89079814,4390,54650,89079815,34120,5594,55851,249,84,238,96,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-302T00:23:43.945","1/89079824:49299",404655891.127354,157,89079824,64618,54651,89079825,34120,152,55841,4,71,249,84,2,2,1,10,"True","True","True","True","True","True",2,2,1,10905
"2012-302T00:23:54.851","1/89079835:44599",404655902.033353,157,89079835,58458,54652,89079836,34121,638,55948,15,59,4,71,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-302T00:24:05.771","1/89079846:40599",404655912.953351,157,89079846,53215,54653,89079847,34121,1122,55893,26,45,15,59,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-302T00:24:16.690","1/89079857:36549",404655923.872349,157,89079857,47906,54654,89079858,34122,1605,55884,37,32,26,45,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-302T00:24:27.611","1/89079868:32599",404655934.793348,157,89079868,42729,54655,89079869,34123,2087,55902,48,20,37,32,2,2,1,10,"True","True","True","True","True","True",2,2,1,10918
"2012-302T00:24:38.529","1/89079879:28499",404655945.711346,157,89079879,37355,54656,89079880,34123,2568,55935,59,8,48,20,2,2,1,10,"True","True","True","True","True","True",2,2,1,10921
"2012-302T00:24:49.450","1/89079890:24549",404655956.632344,157,89079890,32178,54657,89079891,34124,3048,55915,69,152,59,8,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-302T00:25:00.370","1/89079901:20549",404655967.552342,157,89079901,26935,54658,89079902,34124,3528,55822,80,137,69,152,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-302T00:25:11.290","1/89079912:16549",404655978.472341,157,89079912,21692,54659,89079913,34124,4009,55843,91,125,80,137,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-302T00:25:22.210","1/89079923:12549",404655989.392339,157,89079923,16449,54660,89079924,34124,4417,55864,102,113,91,125,2,2,1,10,"True","True","True","True","True","True",2,2,1,10932
"2012-302T00:25:33.142","1/89079934:9149",404656000.324337,157,89079934,11993,54661,89079935,34124,4898,55814,113,101,102,113,2,2,1,10,"True","True","True","True","True","True",2,2,1,10920
"2012-302T00:25:44.062","1/89079945:5149",404656011.244336,157,89079945,6750,54662,89079946,34124,5380,55835,124,89,113,101,2,2,1,10,"True","True","True","True","True","True",2,2,1,10919
"2012-302T00:25:54.982","1/89079956:1149",404656022.164334,157,89079956,1507,54663,89079957,34123,5864,55816,135,76,124,89,2,2,1,10,"True","True","True","True","True","True",2,2,1,10918
"2012-302T00:26:05.900","1/89079966:47049",404656033.082332,157,89079966,61669,54664,89079967,34123,418,55773,146,62,135,76,2,2,1,10,"True","True","True","True","True","True",2,2,1,10908
"2012-302T00:26:16.809","1/89079977:42499",404656043.99133,157,89079977,55705,54665,89079978,34123,903,55822,157,49,146,62,2,2,1,10,"True","True","True","True","True","True",2,2,1,10918
